feature,mean_abs_shap
ncbi_419014,1284023956067.5662
ncbi_33042,642011978033.7919
ncbi_1301,642011978033.7917
ncbi_570,642011978033.7861
ncbi_644652,642011978033.7849
ncbi_52225,589181207.3011626
ncbi_133925,589181207.3003978
ncbi_207244,0.18539841352298622
ncbi_1263,0.06386124543220455
ncbi_1678,0.034111032747886655
ncbi_544447,0.026569126031118495
ncbi_375288,0.013652413871920201
ncbi_1411023,0.013377553629767811
ncbi_189330,0.012362409802864993
ncbi_292632,0.011626012144084354
ncbi_117563,0.009690219102105341
ncbi_186928,0.009524073140029994
ncbi_40544,0.009304529592095134
ncbi_1578,0.008895638461549525
ncbi_543311,0.008833830630481059
ncbi_239759,0.006017259742176818
ncbi_84108,0.005744515677690857
ncbi_577310,0.005664721230820431
ncbi_572511,0.005097071618149572
ncbi_1654,0.005010232654712528
ncbi_102106,0.004834316636479842
ncbi_816,0.004703378681530615
ncbi_970,0.004478185512097605
ncbi_1380,0.004308202848373508
ncbi_1357,0.0040688336975405045
ncbi_830,0.0040095218361042104
ncbi_838,0.0039005925391770073
ncbi_1716,0.003775690937204989
ncbi_638847,0.0037141570596335525
ncbi_459786,0.0035277419112115563
ncbi_841,0.003510417186506788
ncbi_84111,0.0034671579931205444
ncbi_196081,0.003342038761221049
ncbi_1279,0.003294773210916759
ncbi_397864,0.0032494027918603787
ncbi_1378,0.0031346703703657142
ncbi_1257,0.003122260974761454
ncbi_2316,0.0030951250792218134
ncbi_561,0.0030582158636383314
ncbi_2305133,0.003035650960165131
ncbi_100883,0.002974485292271602
ncbi_1951303,0.0029480182064858845
ncbi_216851,0.0029216611639269314
ncbi_239934,0.0028654987422308347
ncbi_1730,0.0028443979480575494
ncbi_946234,0.0028126128644475434
ncbi_1253,0.002726800056168398
ncbi_674963,0.002703667428579139
ncbi_185291,0.0026744301595236428
ncbi_61170,0.002663630983159646
ncbi_286,0.0025841531443967745
ncbi_1348911,0.0025614896624043815
ncbi_1243,0.0025191880196966054
ncbi_574697,0.0024493620392574814
ncbi_1485,0.002448916901157742
ncbi_35832,0.0024402022970486837
ncbi_39779,0.002411987218046802
ncbi_547,0.0023904787098600563
ncbi_158846,0.002353576350541432
ncbi_447020,0.00229395245852955
ncbi_39948,0.0022115182409430155
ncbi_29465,0.0022095858990437483
ncbi_544,0.002188447728370485
ncbi_33024,0.002120059078475843
ncbi_2701,0.0020942220465967934
ncbi_577309,0.001928968770350345
ncbi_724,0.0019142101539760695
ncbi_538,0.001897026406016087
ncbi_283168,0.0018793028596112865
ncbi_568,0.0018760268754044517
ncbi_848,0.0018591558188984936
ncbi_29521,0.0018057867808264625
ncbi_1743,0.001752804268971708
ncbi_1350,0.001746936125222935
ncbi_248744,0.0017326935425096624
ncbi_191303,0.0016913549064791762
ncbi_135858,0.001637548600399242
ncbi_2172,0.001613539508609513
ncbi_80841,0.0015881750265711895
ncbi_1507525,0.0014591065853149755
ncbi_244127,0.0014467848906641232
ncbi_48736,0.001444582414144812
ncbi_32207,0.001431728890903485
ncbi_904,0.0013696971219688235
ncbi_416916,0.0013618797813017836
ncbi_1283313,0.0013279317779297268
ncbi_906,0.0013134379000949302
ncbi_1017280,0.0012589118808726178
ncbi_580596,0.0011088588713717533
ncbi_872,0.001023318143683484
ncbi_846,0.000904904232244137
ncbi_413496,0.00010366288291115902
