ncbi_1263,ncbi_1301,ncbi_816,ncbi_33042,ncbi_1578,ncbi_1730,ncbi_1678,ncbi_189330,ncbi_292632,ncbi_572511,ncbi_102106,ncbi_216851,ncbi_841,ncbi_2172,ncbi_375288,ncbi_239759,ncbi_397864,ncbi_447020,ncbi_1357,ncbi_207244,ncbi_1243,ncbi_61170,ncbi_1350,ncbi_84111,ncbi_561,ncbi_1485,ncbi_286,ncbi_32207,ncbi_283168,ncbi_100883,ncbi_244127,ncbi_29465,ncbi_35832,ncbi_40544,ncbi_1378,ncbi_1654,ncbi_239934,ncbi_644652,ncbi_459786,ncbi_117563,ncbi_724,ncbi_577310,ncbi_1348911,ncbi_39948,ncbi_577309,ncbi_1743,ncbi_33024,ncbi_133925,ncbi_946234,ncbi_1380,ncbi_191303,ncbi_1257,ncbi_84108,ncbi_158846,ncbi_906,ncbi_838,ncbi_135858,ncbi_547,ncbi_52225,ncbi_2316,ncbi_1017280,ncbi_543311,ncbi_419014,ncbi_1716,ncbi_1279,ncbi_830,ncbi_872,ncbi_570,ncbi_413496,ncbi_1253,ncbi_196081,ncbi_904,ncbi_848,ncbi_846,ncbi_544,ncbi_248744,ncbi_2701,ncbi_580596,ncbi_638847,ncbi_574697,ncbi_568,ncbi_48736,ncbi_29521,ncbi_970,ncbi_674963,ncbi_1283313,ncbi_185291,ncbi_186928,ncbi_39779,ncbi_1507525,ncbi_2305133,ncbi_80841,ncbi_1411023,ncbi_544447,ncbi_538,ncbi_416916,ncbi_1951303
0.2534518913402819,0.13695256904905764,-0.0,0.004621110347688967,-0.01149377000140875,-0.020400210835847195,-0.023155570213329965,0.0,-0.0,0.0,-0.014031407116846405,-0.0,-0.0,0.0,-0.0049230543766163246,0.03696471397930032,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.006518565070473202,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.00023578855095634631,-0.0,-0.0,-0.0,-0.001706474425862902,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.012857352280885645,-0.0,0.004907974430568639,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0005240253656613208,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.21472425097556325,0.00037184800739334953,-0.0,-0.0004181316369147533,0.0012699610016366554,0.03399354281685207,0.1187397871813626,-0.0,0.0,0.0,-0.001345129860078411,-0.0,0.0,-0.0,-0.009218451974942598,0.03047394573321929,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.006680602429352538,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0002343169088017081,-0.0,-0.0,-0.0,0.01788190321880812,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.012857352280885645,-0.0,0.004907974430568639,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0005240253656613208,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.21005644022003386,-0.013099808373431313,-0.0,0.00043202972183952067,0.0016560337029007898,0.0010562149551452812,-0.12295405665495036,-0.0,-0.0,-0.0,0.0030513255288981997,-0.0,0.0,-0.0,-0.00802926934902308,0.0410252351007837,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.006725293658559832,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.00023960303920018234,-0.0,-0.0,-0.0,0.0848879334165511,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.012857352280885645,-0.0,0.004907974430568639,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0005240253656613208,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.18973778082422427,-0.011718858841271069,-0.0,-0.0004741600453767679,0.0010390986256935328,0.003926383984660576,0.21806067048062372,0.0,-0.0,0.0,-0.03581797072157693,0.0,0.0,-0.0,-0.00917477693526336,0.0412154484030979,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.006528784481836431,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.00023960303920018234,-0.0,-0.0,0.0,-0.001379718072287993,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.012857352280885645,-0.0,0.004907974430568639,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0005240253656613208,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.29547749879666513,-0.011158080299052115,-0.0,-0.0036865553930640633,0.0016606528310619687,-0.05266287726562719,0.4661922931277574,-0.0,-0.0,0.0,-0.09133950466593765,-0.0,0.0,-0.0,-0.009114845291322395,0.04293737415739614,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.005158558786442987,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.00023773111366508549,-0.0,0.0,0.0,-0.001706474425862902,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.012857352280885645,-0.0,0.004907974430568639,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0005240253656613208,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.35465832341769576,0.011189725703144172,-0.0,-0.00149233669954132,0.0010825863611997595,-0.009449130634125728,0.3036276017061914,0.0,-0.0,0.0,-0.10112086691950758,-0.0,-0.0,-0.0,-0.009218451974942598,0.0429281330587138,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.002379825032672704,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.00023960303920018234,-0.0,0.0,0.0,-0.0016915473274874324,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.01278334984961705,-0.0,0.004907974430568639,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0005240253656613208,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.5182640003187128,-0.020379381078746622,-0.0,0.0033112115584518972,0.0016606528310619687,0.0033386230695094383,-0.14334847573218215,0.0,0.0,0.0,-0.0034818776739296577,0.0,-0.0,0.0,-0.009054058036630811,0.04151792343497249,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.006725293658559832,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.00023960303920018234,-0.0,-0.0,-0.0,-0.001706474425862902,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.01278103255597741,-0.0,0.004907974430568639,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0005240253656613208,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.20872767269116171,-0.01985520151770585,-0.0,0.0008289197708429614,0.0016334450341344451,0.024341886158233985,-0.025679458689418108,-0.0,-0.0,-0.0,0.004798459100475701,0.0,-0.0,-0.0,-0.00875249390545694,0.04009984034626003,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.05753603563962736,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.00023960303920018234,-0.0,-0.0,-0.0,-0.0017054570131555937,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.012857352280885645,-0.0,0.004762170554488603,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0005240253656613208,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.727680861957397,0.06997852596002496,-0.0,0.002629581882300398,0.0010642783804262325,0.03157813837972024,-0.07094070337687977,0.0,-0.0,0.0,-0.030748969992757218,-0.0,-0.0,-0.0,-0.009200017448719665,0.04194943146531711,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.006725293658559832,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.00023960303920018234,-0.0,-0.0,-0.0,-0.001706474425862902,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.012857352280885645,-0.0,0.004907974430568639,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0005240253656613208,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.2089733869303765,-0.02189673824021501,-0.0,-0.001716436330608864,0.0005959260776935375,-0.049060880246299406,0.15596981290135528,-0.0,0.0,-0.0,-0.01544357837371765,0.0,-0.0,-0.0,-0.008424562428285706,0.02715948322101023,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.006694533511419838,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.00022724127545183605,-0.0,-0.0,-0.0,-0.0016793232058971207,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.012857352280885645,-0.0,0.004907974430568639,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0005240253656613208,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
