ncbi_1263,ncbi_1301,ncbi_816,ncbi_33042,ncbi_1578,ncbi_1730,ncbi_1678,ncbi_189330,ncbi_292632,ncbi_572511,ncbi_102106,ncbi_216851,ncbi_841,ncbi_2172,ncbi_375288,ncbi_239759,ncbi_397864,ncbi_447020,ncbi_1357,ncbi_207244,ncbi_1243,ncbi_61170,ncbi_1350,ncbi_84111,ncbi_561,ncbi_1485,ncbi_286,ncbi_32207,ncbi_283168,ncbi_100883,ncbi_244127,ncbi_29465,ncbi_35832,ncbi_40544,ncbi_1378,ncbi_1654,ncbi_239934,ncbi_644652,ncbi_459786,ncbi_117563,ncbi_724,ncbi_577310,ncbi_1348911,ncbi_39948,ncbi_577309,ncbi_1743,ncbi_33024,ncbi_133925,ncbi_946234,ncbi_1380,ncbi_191303,ncbi_1257,ncbi_84108,ncbi_158846,ncbi_906,ncbi_838,ncbi_135858,ncbi_547,ncbi_52225,ncbi_2316,ncbi_1017280,ncbi_543311,ncbi_419014,ncbi_1716,ncbi_1279,ncbi_830,ncbi_872,ncbi_570,ncbi_413496,ncbi_1253,ncbi_196081,ncbi_904,ncbi_848,ncbi_846,ncbi_544,ncbi_248744,ncbi_2701,ncbi_580596,ncbi_638847,ncbi_574697,ncbi_568,ncbi_48736,ncbi_29521,ncbi_970,ncbi_674963,ncbi_1283313,ncbi_185291,ncbi_186928,ncbi_39779,ncbi_1507525,ncbi_2305133,ncbi_80841,ncbi_1411023,ncbi_544447,ncbi_538,ncbi_416916,ncbi_1951303
-0.15388489126729551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5717873885869703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03864207836035953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03507425952868007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04532409977381457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024109211320239163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026545702257631575,0.0,0.025329890066942418,0.013081781100454552,0.0,0.0013780049204531514,0.0
-0.17196287150127612,0.0,0.0,0.0,0.0,0.0,-0.0833467990170903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003805698153189946,-1.4027806016426505,0.0,0.05688569778673839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004627518874832447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017034797305965834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03975221391588641,0.0,0.0,0.0,0.0,0.04143367554536678,0.0548579881502369,0.0,0.0,0.0
0.10342947083306936,0.018045623418265877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16155240723553768,0.0,0.0,0.0,0.10163151795145256,0.0,0.04779896384518168,0.0,0.0,-0.0350620257469181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061573608702722535,0.0,0.0,0.0,0.0,-0.00560358736465285,0.0,0.0,0.0,0.0
-0.18475347064983083,0.0,0.0,0.00911564525202028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05948451717682446,-0.33210279532373876,0.02763483525159352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010112065150124938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.050556729460322754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006068108597925072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057654890224830196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11313879447358542,0.026574078163664652,0.0,0.0,0.0,0.0,0.0,0.0,0.018825960253238874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03323712990791082,0.0,0.0,-0.9363961533993005,0.0,0.0,0.0,0.0,0.0179571674044619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013255889068416732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062733196832972515,0.0,0.0,0.0,0.0,0.0,0.0,-0.026251016666985403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08396789213606762,0.0
-0.275311633036706,0.3524958478235253,-0.06309140403293897,0.003490195393632776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010371861068826316,0.0,0.0,0.0,0.0,0.04140317099224748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015454884830619364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004257267584561752,0.0,0.0,0.035955689595409526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.1844815203678899,0.0,0.0,0.01724340958638404,0.0,0.0,0.0,0.08123716200041592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010444223972735308,0.0,0.0,0.0,-1.5194729469915127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04506343464625013,0.0,0.0,0.0,0.0,-0.00032864055717054115,0.0,0.0,0.0,0.033885908523505405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012814800457180309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03189521856090999,0.0,0.0,0.0,0.0
-0.22343656211990384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03274749853891021,0.0,0.0,0.0,0.0,-0.01436928535620356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019972303915639752,0.0,0.0,0.0,0.0,0.05128573206503087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017473245316102483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016519390755952053,0.03537761215293179,0.05634337484504803,0.0,0.03307329208012619,0.0
-0.20773994910434165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3409682329229207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007629668678568476,0.0,0.0,0.01569358067922333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02600454776995554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01659264283652967,0.0,0.0,0.0,0.0,-0.024627679845276022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003863770791114346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05156026411588783,0.0,0.0,-0.01733323102838136,0.0
-0.3506582550697914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174536748670212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009191461178799458,0.0,0.0,0.0,0.0,0.0,0.030266184985803284,0.0,0.0,0.0,0.03267961110504679,-0.012685606394832849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03128187566733693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012018509232059257,0.0,0.0,0.02165903429896391,0.0,0.0,0.0,0.0,0.0,0.03447252813583948,0.0,0.0,0.0
