ncbi_838,ncbi_216851,ncbi_841,ncbi_1730,ncbi_292632,ncbi_1263,ncbi_200630,ncbi_570,ncbi_207244,ncbi_433334,ncbi_1301,ncbi_29465,ncbi_724,ncbi_33042,ncbi_186928,ncbi_816,ncbi_189330,ncbi_572511,ncbi_577310,ncbi_1678,ncbi_119065,ncbi_102106,ncbi_32207,ncbi_561,ncbi_577309,ncbi_375288,ncbi_158846,ncbi_117563,ncbi_239934,ncbi_1578,ncbi_1485,ncbi_123375,ncbi_239759,ncbi_283168,ncbi_84111,ncbi_397864,ncbi_333046,ncbi_547,ncbi_447020,ncbi_61170,ncbi_644652,ncbi_459786,ncbi_35832,ncbi_100883,ncbi_84113,ncbi_244127,ncbi_186813,ncbi_872,ncbi_1654,ncbi_1284678,ncbi_848,ncbi_1378,ncbi_543311,ncbi_1895827,ncbi_1257,ncbi_39948,ncbi_946234,ncbi_469,ncbi_906,ncbi_846,ncbi_581,ncbi_1380,ncbi_1507525,ncbi_544,ncbi_836,ncbi_1350,ncbi_84108,ncbi_904,ncbi_189971,ncbi_160674,ncbi_482,ncbi_40544,ncbi_1243,ncbi_580596,ncbi_1283313,ncbi_1357,ncbi_638847,ncbi_1348911,ncbi_552397,ncbi_620,ncbi_583,ncbi_156973,ncbi_191303,ncbi_46255,ncbi_264995,ncbi_33024,ncbi_52225,ncbi_212791,ncbi_162289,ncbi_1017280,ncbi_413496,ncbi_2172,ncbi_135858,ncbi_156454,ncbi_574697,ncbi_76833,ncbi_2753,ncbi_528,ncbi_57493,ncbi_113286
0.0,0.0,0.0,0.0,0.0,0.0,-0.07542613722381149,0.0,0.0,0.0,0.0,0.0,-0.007877828401168739,0.0,-0.04214407972993624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01397861300849587,0.006810790123015127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18889306835534939,0.0,0.0,0.0,0.058497077129193414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009106430817571434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037493682673174475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09344067272953502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.23555438360923592,0.0,0.0,0.0,0.18634738080238272,0.0,0.0,0.0,0.0,0.02187607505304459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08126630195258062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014515624861782123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4882886359525759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021876075053044487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006529467601577021,0.0,0.0,0.15121961776943763,0.0,0.0,0.10752340274790292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.031099590089929,0.0,0.0,0.0,0.0,-0.059889880798959676,0.0,0.0,0.0,-0.09264609923601642,0.0,0.0,0.0,0.0,0.0,0.044358241676892694,-0.09456791289231305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019849937299989216,-0.03713123677089353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03152918196815202,0.0,0.0,0.0,0.0,0.0,-0.09541768699829248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.07152432043261772,0.0,-0.03782621540621402,0.0,0.0,0.0,0.0,0.0,-0.04927534973626794,0.0,0.0,0.0,0.0,0.06999381318311852,0.0,0.0,0.0,0.0,0.0,0.0,-0.015561699112773327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018311165517778616,0.0,0.0,0.014833581162688507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.129573653598289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10071626519488952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018902120005471694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.04992456771358853,0.0,0.0,0.0,0.008353552380520003,0.0,0.0,0.007837271832570158,0.0,0.0,0.0,0.0,0.0,0.05940860614371453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032527796011299265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005039635988992375,0.0,0.0,0.0,0.0,0.0,0.0,0.00903781176263129,0.0,0.7035678483578752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001664519576825112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006915738852623152
-0.06979095862235003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005370718308153335,0.0,0.05110215018830683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02725548892134705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05446762645806563,-0.01857964885022673,-0.025225013586957626,0.0,0.0,0.0,0.0,0.0,0.0,-0.10131491345864452,0.0,0.0,-0.1556740162604109,0.0,0.0,0.0,0.0,0.044160208119084735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031018334464400915,0.0,-0.025600261615830355,0.0,0.0,0.031654323615516705,0.0,0.0,0.0,0.0,0.0,0.0,-0.016851078613946573,0.0,0.0,0.0,0.02117371924939524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006519585164249442,0.0,0.0,0.0,0.0,-0.03024521924352077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.946164200214071,0.0,0.0,0.0,-0.022737837935700805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03701236250355217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01676689277373308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013744876142321566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0561023149622896,0.0,0.0,-0.16950254776574897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024063073289677675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08393241946637287,0.0,0.0,0.0,0.0,0.0,0.0034858150276390054,0.0,0.0,-0.09277551611416422,0.0,0.0,0.0,0.0,-0.019245572436780566,0.0,0.0,0.0,0.0,0.0,0.0
-0.038912005936551974,0.0,0.0,0.0,0.033757116923137494,0.024201227901824145,0.06434965743823942,0.0,-0.018791464387932166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025757005568852964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007093575309135877,-0.10848223858370691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.048049705046849356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05394652278913672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045184987436210175,0.0,0.0,0.0,0.05435935671617796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011569553025969034,0.0,0.0,0.0,0.0,0.0,-0.03665934547611055,-0.02770455775338676,0.0,0.0,0.012840017529653762,0.0,0.0,0.0,0.0,0.0,0.5749412820039251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011090065633038156,0.0,0.0,0.0,0.0,0.1499520697447448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007637468342814209,0.0,0.0,0.0,0.0,0.0,0.0,0.0
