1,2,3,4,5,model
0.841125541125541,0.6160310277957337,0.8777959629023458,0.8118912337662338,0.8368055555555556,ElasticNet
0.5984848484848485,0.8825362318840579,0.9601745771958539,0.9161931818181819,0.7608506944444444,ElasticNet
0.6883116883116883,0.8125404007756949,0.9450396825396824,0.8804788961038962,0.8081597222222222,ElasticNet
0.5817099567099567,0.8063994828700711,0.9296235679214402,0.9199940582293523,0.8502604166666666,ElasticNet
0.7543290043290043,0.786037491919845,0.9629023458810693,0.9180194805194806,0.8182692307692306,ElasticNet
0.691017316017316,0.8380736910148675,0.9661756683033279,0.9372970779220778,0.87109375,ElasticNet
0.7769841269841269,0.7007110536522301,0.8483360611020185,0.7743506493506493,0.8567708333333334,RandomForest
0.5468073593073594,0.8634420289855071,0.8617021276595744,0.864752435064935,0.7007378472222222,RandomForest
0.7600108225108226,0.8332255979314803,0.953095238095238,0.8790584415584416,0.8615451388888888,RandomForest
0.7086038961038961,0.8076923076923077,0.9045280960174578,0.903357100415924,0.8671875,RandomForest
0.7673160173160174,0.7614738202973497,0.9244408074195308,0.869926948051948,0.8611263736263737,RandomForest
0.7094155844155845,0.8085003232062056,0.9416257501363885,0.9133522727272727,0.8550347222222222,RandomForest
0.8036075036075037,0.6409179056237879,0.8210583742498636,0.7518262987012987,0.8350694444444444,TabPFN
0.45454545454545453,0.896231884057971,0.9219858156028369,0.8760146103896104,0.7131076388888888,TabPFN
0.70995670995671,0.8448610213316096,0.9692063492063492,0.8754058441558441,0.8190104166666667,TabPFN
0.6260822510822511,0.8425985778926954,0.9247135842880525,0.9209150326797386,0.8715277777777778,TabPFN
0.7207792207792207,0.7482223658694247,0.9432624113475178,0.9107142857142858,0.8862866300366301,TabPFN
0.586038961038961,0.8594053005817712,0.9470812875068194,0.9251217532467532,0.8967013888888888,TabPFN
