1,2,3,4,model
0.8109523809523811,0.538961038961039,0.7544444444444444,0.4440237966468361,ElasticNet
0.5,0.5361904761904761,0.5,0.5,ElasticNet
0.6291549295774648,0.49350649350649356,0.9722222222222221,0.5484045429962141,ElasticNet
0.4580281690140845,0.5854978354978355,0.4277777777777778,0.6246913580246913,ElasticNet
0.4942253521126761,0.5227272727272727,0.6688888888888889,0.38561384532179555,ElasticNet
0.8346428571428571,0.4161255411255411,0.6872222222222223,0.49459167117360736,RandomForest
0.4163380281690141,0.5722222222222222,0.5038888888888888,0.5757166035694969,RandomForest
0.5826056338028168,0.4794372294372294,0.9777777777777779,0.5597620335316387,RandomForest
0.49323943661971825,0.6141774891774893,0.6494444444444445,0.5365740740740741,RandomForest
0.530281690140845,0.44913419913419916,0.6561111111111112,0.5040562466197945,RandomForest
0.8371428571428572,0.4318181818181818,0.7622222222222222,0.43266630611141155,TabPFN
0.5298591549295775,0.577936507936508,0.87,0.5127095727420228,TabPFN
0.6077464788732394,0.48809523809523814,0.9666666666666668,0.5240670632774472,TabPFN
0.49239436619718313,0.6406926406926408,0.5133333333333334,0.5555555555555556,TabPFN
0.6253521126760564,0.5281385281385281,0.658888888888889,0.4115738236884803,TabPFN
