1,2,3,4,5,6,7,model
0.6885714285714285,0.6690879741727199,0.5600589535740605,0.5086726998491704,0.5437500000000001,0.6971361971361972,0.5397225725094578,ElasticNet
0.5776255707762558,0.7506818181818181,0.3636698599852616,0.5150829562594268,0.495,0.4763569763569764,0.47005044136191676,ElasticNet
0.6035007610350076,0.48668280871670705,0.7653535353535353,0.5082956259426847,0.4675,0.6928071928071928,0.617906683480454,ElasticNet
0.44241501775748354,0.6061339790153351,0.5372144436256449,0.47618181818181815,0.595,0.43672993672993676,0.5930012610340479,ElasticNet
0.5162354134956875,0.6392251815980629,0.5121591746499632,0.5026395173453997,0.49375,0.476023976023976,0.6576292559899117,ElasticNet
0.6821410451547438,0.6836158192090396,0.7350773765659542,0.5316742081447964,0.621875,0.7206670522459996,0.623266078184111,ElasticNet
0.47209538305428717,0.4995964487489912,0.5935887988209285,0.552790346907994,0.6962499999999999,0.5514485514485514,0.6604428904428904,ElasticNet
0.6506849315068493,0.6933010492332526,0.7247605011053795,0.6361236802413273,0.61625,0.6836496836496836,0.6346153846153846,ElasticNet
0.6676017316017316,0.6634382566585956,0.553979366249079,0.5248868778280543,0.5375,0.7250249750249751,0.5080390920554855,RandomForest
0.560882800608828,0.6825,0.4377302873986736,0.4596530920060332,0.479375,0.5726773226773226,0.507093316519546,RandomForest
0.5853627600202942,0.4995964487489911,0.6619191919191919,0.5329939668174962,0.4734375,0.6776556776556777,0.5788146279949558,RandomForest
0.4798325722983257,0.658999192897498,0.6291451731761237,0.5034545454545455,0.5687500000000001,0.5596070596070597,0.5401954602774274,RandomForest
0.5402080162354135,0.7393058918482648,0.5346352247605011,0.5520361990950227,0.6421875,0.5473692973692974,0.6215321563682219,RandomForest
0.6311516996448505,0.566182405165456,0.7111274871039057,0.5576923076923077,0.5549999999999999,0.7635900649058545,0.5589533417402269,RandomForest
0.5348807711821411,0.4887005649717514,0.6392778187177597,0.5605203619909502,0.7171875,0.5387945387945388,0.7147960372960374,RandomForest
0.6276002029426687,0.6206618240516546,0.5812453942520265,0.4935897435897436,0.593125,0.7211122211122211,0.6032471626733921,RandomForest
0.653974025974026,0.6190476190476191,0.5869565217391305,0.5116892911010559,0.5656250000000002,0.5764235764235764,0.4539722572509458,TabPFN
0.5951293759512938,0.7246212121212121,0.4646278555637436,0.5361990950226244,0.43624999999999997,0.5434565434565435,0.44262295081967207,TabPFN
0.6438356164383563,0.49475383373688464,0.7577777777777778,0.5509049773755657,0.525625,0.7166167166167166,0.6440731399747793,TabPFN
0.3683409436834094,0.5092816787732043,0.5711127487103906,0.49836363636363645,0.618125,0.41441891441891443,0.5453972257250946,TabPFN
0.5329781836631151,0.6489104116222759,0.5615327929255711,0.5437405731523378,0.596875,0.518981018981019,0.6579445145018916,TabPFN
0.6884830035514966,0.6731234866828087,0.7347089167280766,0.5090497737556561,0.6125,0.7240087397982136,0.5718789407313998,TabPFN
0.45180111618467783,0.5004035512510089,0.5689019896831244,0.5852187028657617,0.67875,0.5293040293040292,0.6426573426573426,TabPFN
0.6484018264840183,0.7167070217917675,0.7391304347826086,0.608974358974359,0.681875,0.7127872127872127,0.64281210592686,TabPFN
