model,1,2,3,4,5,6
ElasticNet_DebiasM,0.5798173545874111,0.5972371786243101,0.6289027149321267,0.6789743589743589,0.3448753462603878,0.543827611395179
RandomForest_DebiasM,0.6672122025465614,0.5329620406515009,0.6449095022624434,0.6061538461538462,0.4445983379501385,0.6796932067202338
TabPFN_DebiasM,0.6876370658898237,0.4908635078745457,0.6239819004524887,0.6594871794871795,0.6897506925207757,0.6840759678597517
ElasticNet_ComBat,0.7240024876436124,0.6134405707363036,0.692816742081448,0.683076923076923,0.626038781163435,0.5924032140248356
RandomForest_ComBat,0.7634119996072142,0.5739332346210796,0.6911764705882353,0.6866666666666666,0.7146814404432134,0.7057158509861212
TabPFN_ComBat,0.7286831854931098,0.6031094359940772,0.6852941176470589,0.7435897435897436,0.5720221606648199,0.6521183345507671
ElasticNet_MMUPHin,0.6467218748977119,0.5652173913043479,0.6039027149321267,0.72,0.5983379501385042,0.5252008765522278
RandomForest_MMUPHin,0.7386173938659947,0.6421288194911833,0.6099547511312217,0.7794871794871796,0.6149584487534625,0.6277392257121988
TabPFN_MMUPHin,0.7075709469411804,0.5847186700767264,0.6275452488687783,0.7917948717948718,0.515235457063712,0.6585098612125639
