model,1,2,3,4,5
ElasticNet_DebiasM,0.788961038961039,0.8083441981747066,0.84506273867976,0.8407061688311688,0.8986486486486487
RandomForest_DebiasM,0.788961038961039,0.8702737940026076,0.944899072558647,0.9281655844155845,0.8804898648648648
TabPFN_DebiasM,0.8214285714285715,0.848109517601043,0.933442444080742,0.898538961038961,0.8864020270270271
ElasticNet_ComBat,0.7332251082251082,0.8373533246414602,0.9214402618657938,0.9206574675324676,0.8944256756756757
RandomForest_ComBat,0.7949134199134199,0.8495762711864406,0.9574468085106383,0.9261363636363638,0.9174408783783784
TabPFN_ComBat,0.7694805194805195,0.8533246414602347,0.9421713038734315,0.9253246753246753,0.9066722972972973
ElasticNet_MMUPHin,,,,,
RandomForest_MMUPHin,,,,,
TabPFN_MMUPHin,,,,,
