model,1,2,3,4
ElasticNet_DebiasM,0.6614084507042253,0.5140692640692641,0.6322222222222222,0.482422931314224
RandomForest_DebiasM,0.5287323943661972,0.5238095238095238,0.4477777777777777,0.38723634396971335
TabPFN_DebiasM,0.5929577464788733,0.5021645021645021,0.4411111111111111,0.4775554353704705
ElasticNet_ComBat,0.6474647887323943,0.5151515151515151,0.6322222222222222,0.5586803677663602
RandomForest_ComBat,0.6057746478873238,0.5503246753246753,0.6772222222222222,0.643320713899405
TabPFN_ComBat,0.5690140845070422,0.4675324675324675,0.6933333333333334,0.5062195781503516
ElasticNet_MMUPHin,0.6385915492957746,0.4577922077922078,0.7255555555555556,0.5381287182260681
RandomForest_MMUPHin,0.5158450704225352,0.43614718614718617,0.75,0.5743645213628988
TabPFN_MMUPHin,0.612112676056338,0.4621212121212121,0.75,0.5246078961600865
