1,2,3,4,model
0.4962962962962963,0.5,0.5,0.5,ElasticNet
0.5,0.5,0.5,0.5,ElasticNet
0.4658664666166542,0.5027667984189723,0.611111111111111,0.5727221279003962,ElasticNet
0.549887471867967,0.5241106719367589,0.44666666666666666,0.42190170940170935,ElasticNet
0.5933983495873969,0.5644268774703558,0.5411111111111111,0.4448217317487267,ElasticNet
0.9806878306878307,0.3549407114624506,0.7927777777777778,0.4741086587436333,RandomForest
0.4141035258814703,0.6049999999999999,0.4755555555555555,0.4671760045274477,RandomForest
0.7246811702925732,0.4272727272727273,0.8138888888888889,0.4750990379173741,RandomForest
0.5720180045011252,0.4861660079051384,0.5788888888888889,0.6366064491064491,RandomForest
0.6114028507126782,0.49011857707509887,0.5988888888888889,0.438737973967176,RandomForest
0.9925925925925926,0.4766798418972332,0.8533333333333334,0.5033955857385399,TabPFN
0.4523630907726932,0.6936363636363636,0.4222222222222222,0.3636106395019808,TabPFN
0.6751687921980496,0.450592885375494,0.75,0.47425014148273903,TabPFN
0.6039009752438109,0.46403162055335967,0.5499999999999999,0.6014471639471639,TabPFN
0.6286571642910728,0.5699604743083003,0.5888888888888888,0.46462931522354267,TabPFN
