model,1,2,3
ElasticNet_DebiasM,0.558102766798419,0.5713252314814814,0.383125
RandomForest_DebiasM,0.5762845849802372,0.543041087962963,0.3490625
TabPFN_DebiasM,0.5689723320158103,0.517650462962963,0.5025
ElasticNet_ComBat,0.5,0.5134548611111112,0.42499999999999993
RandomForest_ComBat,0.568083003952569,0.5172164351851852,0.49875
TabPFN_ComBat,0.5950592885375494,0.46527777777777773,0.491875
ElasticNet_MMUPHin,,,
RandomForest_MMUPHin,,,
TabPFN_MMUPHin,,,
