model,1,2,3
ElasticNet_DebiasM,0.7008928571428572,0.5616883116883117,0.8346354166666666
RandomForest_DebiasM,0.5835291353383458,0.5497835497835498,0.8235677083333331
TabPFN_DebiasM,0.6665883458646616,0.5887445887445888,0.8027343750000001
ElasticNet_ComBat,0.7366071428571428,0.4902597402597403,0.7141927083333333
RandomForest_ComBat,0.7572838345864662,0.5129870129870129,0.8756510416666667
TabPFN_ComBat,0.75,0.5183982683982684,0.7975260416666666
ElasticNet_MMUPHin,,,
RandomForest_MMUPHin,,,
TabPFN_MMUPHin,,,
