1,2,3,4,5,6,7,model
0.7092467532467533,0.7845036319612592,0.5615327929255711,0.49698340874811464,0.62875,0.7031302031302031,0.5397225725094577,ElasticNet
0.6210045662100456,0.6221212121212121,0.3883566691230656,0.5263951734539969,0.599375,0.5106560106560107,0.5312105926860025,ElasticNet
0.6090816844241502,0.4947538337368846,0.7155555555555557,0.5199849170437406,0.459375,0.7294372294372294,0.5838587641866331,ElasticNet
0.45560629122272955,0.6230831315577078,0.5552689756816508,0.5045454545454546,0.605625,0.46053946053946054,0.6494325346784362,ElasticNet
0.49797057331303907,0.6715092816787732,0.5081061164333087,0.5188536953242836,0.640625,0.5129870129870129,0.6727616645649432,ElasticNet
0.6577879249112126,0.6206618240516546,0.7037582903463523,0.5173453996983408,0.6375,0.7183889210205,0.5598991172761665,ElasticNet
0.5205479452054795,0.5778853914447135,0.5869565217391304,0.6055806938159879,0.686875,0.5053280053280054,0.6511655011655012,ElasticNet
0.6613394216133942,0.6868442292171106,0.6403831982313928,0.6512066365007542,0.630625,0.7074592074592074,0.5983606557377049,ElasticNet
0.8120606060606061,0.8401937046004843,0.7531319086219601,0.7070135746606335,0.744375,0.7948717948717948,0.6982976040353089,RandomForest
0.8474124809741248,0.8318181818181817,0.7608695652173912,0.702865761689291,0.72,0.7447552447552447,0.7023959646910467,RandomForest
0.7513952308472857,0.778046811945117,0.869006734006734,0.7126696832579186,0.8087499999999999,0.7848817848817848,0.730296343001261,RandomForest
0.8211567732115677,0.8700564971751413,0.7490788504053059,0.5889090909090908,0.69625,0.7473359973359974,0.7637137452711223,RandomForest
0.7829781836631151,0.7239709443099274,0.7477892409727338,0.6666666666666667,0.7265625,0.7497502497502497,0.7135876418663303,RandomForest
0.8310502283105022,0.7764326069410815,0.803979366249079,0.6349924585218703,0.6943750000000001,0.8750658698027121,0.6166456494325347,RandomForest
0.8063165905631658,0.6965294592413236,0.7129697862932939,0.6774132730015082,0.7703125,0.715950715950716,0.7655011655011654,RandomForest
0.8843226788432267,0.8958837772397095,0.8574060427413412,0.7709276018099548,0.8103125000000002,0.7957042957042957,0.7704918032786885,RandomForest
0.8223376623376624,0.9087974172719937,0.7991893883566692,0.7639517345399698,0.7949999999999999,0.84998334998335,0.7301387137452711,TabPFN
0.8274987316083207,0.8490151515151515,0.7542372881355931,0.7111613876319758,0.75,0.725108225108225,0.619798234552333,TabPFN
0.8105022831050228,0.7990314769975787,0.8764983164983166,0.6768476621417798,0.7949999999999999,0.7770562770562771,0.7771122320302648,TabPFN
0.8584474885844748,0.9289749798224375,0.8294030950626382,0.604,0.808125,0.7838827838827839,0.7998108448928121,TabPFN
0.799847792998478,0.7062146892655368,0.7785556374355196,0.6557315233785822,0.728125,0.7317682317682317,0.7569356872635561,TabPFN
0.8422120750887874,0.8603712671509282,0.8154016212232866,0.6677978883861238,0.8356250000000001,0.9094981042349464,0.667717528373266,TabPFN
0.8097412480974124,0.7094430992736077,0.7575534266764924,0.6270739064856712,0.7875,0.6671661671661672,0.7491375291375292,TabPFN
0.9015728056823947,0.9160613397901534,0.9056742815033161,0.7786576168929109,0.83375,0.7930402930402931,0.8026481715006305,TabPFN
