1,2,3,model
0.7936868686868687,0.6082251082251082,0.80859375,ElasticNet
0.6348684210526316,0.8706349206349208,0.5071614583333334,ElasticNet
0.7662124060150376,0.6406926406926406,0.8512820512820513,ElasticNet
0.7864191729323308,0.6071428571428572,0.7936197916666665,ElasticNet
0.8428030303030303,0.5616883116883116,0.8828125,RandomForest
0.6065554511278196,0.824047619047619,0.541015625,RandomForest
0.7947603383458647,0.5005411255411256,0.8376923076923077,RandomForest
0.8013392857142857,0.5357142857142857,0.8131510416666667,RandomForest
0.894469696969697,0.5649350649350648,0.8977864583333333,TabPFN
0.6242951127819549,0.836984126984127,0.6106770833333333,TabPFN
0.8489191729323309,0.47835497835497837,0.9166666666666666,TabPFN
0.7403665413533835,0.524891774891775,0.8157552083333334,TabPFN
