1,2,3,model
0.6642211589580012,0.609375,0.45125000000000004,ElasticNet
0.5116600790513834,0.7137719298245614,0.329375,ElasticNet
0.5446640316205533,0.3664641203703704,0.6638461538461539,ElasticNet
0.582213438735178,0.4924768518518518,0.38,ElasticNet
0.6480063795853269,0.5208333333333333,0.48625,RandomForest
0.5515810276679841,0.5869172932330826,0.41625,RandomForest
0.4179841897233202,0.4741030092592592,0.4764102564102564,RandomForest
0.508695652173913,0.5324797453703703,0.40875,RandomForest
0.6820839978734716,0.5510706018518519,0.5725,TabPFN
0.5719367588932807,0.6420927318295739,0.326875,TabPFN
0.4782608695652174,0.37109375,0.4917948717948718,TabPFN
0.5252964426877471,0.537037037037037,0.43374999999999997,TabPFN
