1,2,3,model
0.5018518518518518,0.5678210678210678,0.5313390313390314,ElasticNet
0.5661016949152542,0.55497557997558,0.663105413105413,ElasticNet
0.5642184557438794,0.595959595959596,0.669878787878788,ElasticNet
0.5740112994350283,0.5367965367965368,0.7044159544159545,ElasticNet
0.5058922558922558,0.5741341991341992,0.7357549857549858,RandomForest
0.5354048964218456,0.6153998778998779,0.6431623931623932,RandomForest
0.5032015065913371,0.5095598845598845,0.7336969696969697,RandomForest
0.5975517890772128,0.5571789321789322,0.7257834757834758,RandomForest
0.4444444444444445,0.4938672438672439,0.6581196581196581,TabPFN
0.6026365348399247,0.6035103785103786,0.742165242165242,TabPFN
0.5480225988700564,0.5382395382395383,0.6696969696969697,TabPFN
0.5728813559322034,0.6338383838383839,0.6723646723646723,TabPFN
