1,2,3,4,model
0.7777142857142858,0.42424242424242425,0.5622222222222222,0.4926987560843699,ElasticNet
0.576338028169014,0.6795238095238095,0.2544444444444445,0.4975662520281233,ElasticNet
0.46492957746478875,0.4880952380952381,0.9833333333333334,0.5651703623580313,ElasticNet
0.48394366197183103,0.5021645021645023,0.8022222222222222,0.7040123456790124,ElasticNet
0.6336619718309859,0.49025974025974023,0.28888888888888886,0.4851270957274202,ElasticNet
0.7484047619047619,0.5892857142857143,0.2644444444444444,0.5043266630611141,RandomForest
0.5497183098591549,0.573015873015873,0.2127777777777778,0.5646295294753921,RandomForest
0.4609154929577465,0.49134199134199136,0.9777777777777779,0.5519199567333694,RandomForest
0.39809859154929583,0.4534632034632034,0.765,0.6864197530864197,RandomForest
0.5277464788732394,0.5416666666666667,0.36,0.5489453758788534,RandomForest
0.7640952380952382,0.5487012987012987,0.35,0.4148188209843158,TabPFN
0.5573239436619718,0.6053968253968254,0.19,0.5500270416441321,TabPFN
0.4125352112676056,0.5086580086580086,1.0,0.6181719848566793,TabPFN
0.43380281690140843,0.5216450216450216,0.7522222222222221,0.6839506172839507,TabPFN
0.6539436619718311,0.48593073593073594,0.3322222222222222,0.46944294213088156,TabPFN
