1,2,3,4,model
0.8416005291005291,0.5628458498023716,0.6922222222222223,0.5633842671194115,ElasticNet
0.5,0.5163636363636364,0.5,0.5,ElasticNet
0.6594148537134283,0.5019762845849802,0.788888888888889,0.5662139219015281,ElasticNet
0.5783945986496624,0.47035573122529645,0.49,0.5553613053613053,ElasticNet
0.7179294823705926,0.5185770750988142,0.6222222222222222,0.5475382003395586,ElasticNet
0.9729497354497354,0.35494071146245054,0.8138888888888889,0.4910865874363327,RandomForest
0.4504876219054764,0.6927272727272727,0.5633333333333332,0.510752688172043,RandomForest
0.7321830457614403,0.4474308300395257,0.8083333333333332,0.48655913978494625,RandomForest
0.5855213803450863,0.45296442687747035,0.5811111111111111,0.6262917637917638,RandomForest
0.5626406601650412,0.4284584980237154,0.6150000000000001,0.46561969439728357,RandomForest
0.9921296296296296,0.36996047430830037,0.7733333333333333,0.4425580079230334,TabPFN
0.3803450862715679,0.7127272727272728,0.3977777777777778,0.4040747028862478,TabPFN
0.7456864216054013,0.41660079051383403,0.7444444444444445,0.5305602716468591,TabPFN
0.5513878469617404,0.45849802371541504,0.5455555555555556,0.6241550116550116,TabPFN
0.6301575393848462,0.6229249011857707,0.5955555555555556,0.5981890209394454,TabPFN
