1,2,3,4,model
0.48888888888888893,0.5,0.5,0.5,ElasticNet
0.5543885971492875,0.5972727272727273,0.5355555555555556,0.4830220713073005,ElasticNet
0.5596399099774944,0.48221343873517786,0.4611111111111111,0.4428409734012451,ElasticNet
0.5,0.5,0.5,0.4608391608391608,ElasticNet
0.5716429107276819,0.5454545454545454,0.4722222222222222,0.47198641765704585,ElasticNet
0.9560185185185185,0.3865612648221344,0.8305555555555556,0.4626485568760612,RandomForest
0.440735183795949,0.629090909090909,0.4522222222222222,0.48740803621958123,RandomForest
0.8754688672168042,0.5264822134387352,0.6916666666666667,0.47495755517826826,RandomForest
0.7235558889722431,0.49249011857707514,0.5127777777777778,0.6409770784770784,RandomForest
0.8079519879969992,0.4600790513833992,0.5433333333333333,0.41157328805885673,RandomForest
0.9589947089947091,0.4719367588932807,0.8366666666666667,0.41935483870967744,TabPFN
0.4306076519129783,0.6327272727272727,0.548888888888889,0.4756649688737974,TabPFN
0.7531882970742686,0.4600790513833992,0.6944444444444444,0.49462365591397844,TabPFN
0.6534133533383346,0.4039525691699605,0.5033333333333334,0.6635878010878011,TabPFN
0.7036759189797449,0.4553359683794466,0.5766666666666667,0.4685908319185059,TabPFN
