1,2,3,4,model
0.8127645502645503,0.47984189723320164,0.7122222222222222,0.5778155065082061,ElasticNet
0.3218304576144036,0.7281818181818183,0.40666666666666673,0.519807583474816,ElasticNet
0.603900975243811,0.44584980237154154,0.6222222222222222,0.44001131861912846,ElasticNet
0.5791447861965492,0.48142292490118577,0.4122222222222222,0.5479118104118104,ElasticNet
0.6504126031507877,0.41976284584980245,0.5922222222222222,0.46745897000565934,ElasticNet
0.9550264550264551,0.29249011857707513,0.7849999999999999,0.539756649688738,RandomForest
0.444861215303826,0.6345454545454545,0.48444444444444446,0.5901245048104131,RandomForest
0.5866466616654163,0.6268774703557312,0.8277777777777778,0.544708545557442,RandomForest
0.6856714178544636,0.5770750988142292,0.4344444444444444,0.6971833721833722,RandomForest
0.6151537884471118,0.5304347826086957,0.5133333333333333,0.4507640067911715,RandomForest
0.9617063492063492,0.33913043478260874,0.7844444444444444,0.4439728353140917,TabPFN
0.30982745686421603,0.7468181818181818,0.4133333333333334,0.5158460667798529,TabPFN
0.7269317329332333,0.5185770750988142,0.8166666666666668,0.4581211092246746,TabPFN
0.6789197299324832,0.6268774703557312,0.48666666666666664,0.7037004662004661,TabPFN
0.6774193548387097,0.44822134387351775,0.6366666666666667,0.46066779852857953,TabPFN
