model,1,2,3,4
ElasticNet_DebiasM,0.6687323943661972,0.527056277056277,0.8122222222222222,0.4629529475392104
RandomForest_DebiasM,0.5683802816901409,0.42424242424242425,0.7188888888888889,0.5459707950243375
TabPFN_DebiasM,0.6252112676056337,0.4848484848484848,0.8311111111111112,0.4380746349378043
ElasticNet_ComBat,0.564225352112676,0.5422077922077922,0.7377777777777778,0.38885884261763115
RandomForest_ComBat,0.6183098591549295,0.48701298701298695,0.638888888888889,0.5267712276906436
TabPFN_ComBat,0.6056338028169014,0.48051948051948057,0.7188888888888889,0.437533802055165
ElasticNet_MMUPHin,,,,
RandomForest_MMUPHin,,,,
TabPFN_MMUPHin,,,,
