1,2,3,4,5,6,7,model
0.8135930735930735,0.7409200968523002,0.7406042741341194,0.5987933634992458,0.705625,0.6741591741591741,0.6056116015132409,ElasticNet
0.7983257229832573,0.6917424242424242,0.5106853352984525,0.6323529411764706,0.594375,0.6894771894771896,0.5296343001261035,ElasticNet
0.6986301369863014,0.6400322841000807,0.8563973063973064,0.675339366515837,0.6643749999999999,0.7056277056277056,0.6245271122320303,ElasticNet
0.6501775748351091,0.7788539144471348,0.7033898305084746,0.562909090909091,0.603125,0.7036297036297036,0.7405422446406053,ElasticNet
0.7034500253678335,0.635996771589992,0.6665438467207074,0.5818250377073906,0.575,0.7442557442557443,0.6850567465321563,ElasticNet
0.8039066463723998,0.7465698143664246,0.8393515106853353,0.6327300150829563,0.774375,0.908723732407943,0.6796973518284993,ElasticNet
0.6633688483003551,0.7158999192897497,0.6717022844509948,0.6583710407239819,0.6375,0.6966366966366967,0.7048368298368299,ElasticNet
0.8429731100963977,0.880548829701372,0.8831982313927782,0.7756410256410257,0.7831250000000001,0.8235098235098235,0.7023959646910467,ElasticNet
0.8398181818181818,0.8478611783696529,0.7470523212969785,0.6809954751131222,0.7340625,0.7898767898767899,0.6845838587641867,RandomForest
0.7993404363267378,0.8182575757575756,0.7704495210022108,0.6953242835595776,0.6693749999999999,0.7244422244422244,0.674968474148802,RandomForest
0.7421359715880265,0.7824858757062148,0.905016835016835,0.6557315233785822,0.7846875,0.7691475191475192,0.712641866330391,RandomForest
0.7856418061897514,0.8531073446327684,0.7558953574060427,0.5782727272727273,0.6825,0.7614052614052614,0.7217843631778057,RandomForest
0.7975646879756468,0.7195318805488298,0.7260501105379513,0.657051282051282,0.715625,0.7974525474525475,0.6995586380832283,RandomForest
0.8244545915778793,0.7953995157384988,0.8231392778187177,0.6596907993966817,0.7996875,0.8934258723732409,0.6343001261034047,RandomForest
0.7856418061897514,0.6997578692493948,0.7730287398673544,0.7269984917043741,0.7799999999999999,0.7545787545787546,0.7424941724941726,RandomForest
0.8820395738203958,0.9168684422921711,0.8754605747973471,0.7658371040723982,0.805625,0.7875457875457876,0.7837326607818411,RandomForest
0.8240346320346321,0.933817594834544,0.8290346352247605,0.7854449472096531,0.800625,0.8308358308358309,0.7481084489281211,TabPFN
0.8424657534246576,0.8068181818181819,0.8242446573323507,0.7168174962292609,0.7418750000000001,0.7492507492507492,0.6733921815889029,TabPFN
0.7919837645865043,0.735270379338176,0.8840067340067341,0.6776018099547512,0.80125,0.7592407592407593,0.7455863808322825,TabPFN
0.8602232369355657,0.9184826472962067,0.8275607958732498,0.592,0.795625,0.7590742590742591,0.7865699873896596,TabPFN
0.7988330796549975,0.7401129943502824,0.7796610169491525,0.7043740573152338,0.725,0.7524142524142523,0.7490542244640606,TabPFN
0.8401826484018264,0.841000807102502,0.8308769344141488,0.6881598793363499,0.8550000000000001,0.9202654071075124,0.6945145018915511,TabPFN
0.7902080162354135,0.7376916868442293,0.8216654384672071,0.6866515837104072,0.8087500000000001,0.6643356643356644,0.8104428904428904,TabPFN
0.8784880771182142,0.9217110573042777,0.8876197494473101,0.7869532428355958,0.833125,0.7905427905427905,0.796343001261034,TabPFN
