1,2,3,model
0.5503623188405797,0.5318396226415094,0.5780645161290322,ElasticNet
0.5,0.4754112554112554,0.5,ElasticNet
0.5780399274047187,0.5182783018867925,0.7695238095238095,ElasticNet
0.4900181488203266,0.5607311320754718,0.5174193548387097,ElasticNet
0.7129227053140097,0.49027122641509435,0.5580645161290322,RandomForest
0.5589836660617059,0.5747619047619048,0.6722580645161289,RandomForest
0.5453720508166969,0.5527712264150944,0.7571428571428571,RandomForest
0.581896551724138,0.5412735849056605,0.6393548387096775,RandomForest
0.6352657004830918,0.4946933962264151,0.535483870967742,TabPFN
0.558529945553539,0.7154978354978356,0.6916129032258065,TabPFN
0.5798548094373865,0.47759433962264153,0.7171428571428572,TabPFN
0.5794010889292196,0.6096698113207547,0.6193548387096774,TabPFN
