model,1,2,3
ElasticNet_DebiasM,0.535593220338983,0.5945165945165946,0.6773504273504273
RandomForest_DebiasM,0.4777777777777778,0.536976911976912,0.7653133903133903
TabPFN_DebiasM,0.5653483992467043,0.5743145743145742,0.7927350427350428
ElasticNet_ComBat,0.6372881355932204,0.5544733044733045,0.7250712250712251
RandomForest_ComBat,0.5721280602636536,0.5939754689754689,0.5801282051282052
TabPFN_ComBat,0.567608286252354,0.6107503607503608,0.6994301994301994
ElasticNet_MMUPHin,,,
RandomForest_MMUPHin,,,
TabPFN_MMUPHin,,,
