model,1,2,3
ElasticNet_DebiasM,0.4482758620689655,0.27306480648064807,0.4072463768115942
RandomForest_DebiasM,0.3793103448275862,0.12083708370837083,0.3579710144927536
TabPFN_DebiasM,0.5667166416791605,0.3059180918091809,0.4497584541062802
ElasticNet_ComBat,0.5997001499250374,0.4273177317731773,0.6154589371980677
RandomForest_ComBat,0.3913043478260869,0.1475022502250225,0.4538647342995169
TabPFN_ComBat,0.4512743628185907,0.4728847884788479,0.4608695652173913
ElasticNet_MMUPHin,,,
RandomForest_MMUPHin,,,
TabPFN_MMUPHin,,,
