model,1,2,3,4,5
ElasticNet_DebiasM,0.5676406926406925,0.7162249515190692,0.7975995635570103,0.7820616883116884,0.8120659722222222
RandomForest_DebiasM,0.7462121212121212,0.8516483516483516,0.9525368248772504,0.9046266233766234,0.8519965277777777
TabPFN_DebiasM,0.6098484848484849,0.850355526826115,0.9301691216584834,0.914163961038961,0.8506944444444444
ElasticNet_ComBat,0.6477272727272727,0.7453135100193924,0.9263502454991817,0.8417207792207793,0.8142361111111112
RandomForest_ComBat,0.5952380952380953,0.7836134453781513,0.9443535188216039,0.901075487012987,0.8771701388888888
TabPFN_ComBat,0.6655844155844156,0.8270846800258564,0.9470812875068194,0.9247159090909091,0.888454861111111
ElasticNet_MMUPHin,0.5524891774891775,0.7430510665804784,0.9198036006546644,0.856534090909091,0.7664930555555556
RandomForest_MMUPHin,0.670995670995671,0.8416289592760181,0.955810147299509,0.9445008116883117,0.8641493055555556
TabPFN_MMUPHin,0.6222943722943723,0.8455074337427279,0.9438079650845608,0.9174107142857143,0.8723958333333333
