model,1,2,3,4,5
ElasticNet_DebiasM,0.670995670995671,0.8332255979314802,0.9154391707583198,0.8583603896103895,0.7981770833333334
RandomForest_DebiasM,0.7118506493506493,0.8099547511312218,0.9241680305510093,0.8839285714285714,0.8457031250000001
TabPFN_DebiasM,0.7072510822510824,0.8202973497091145,0.9541734860883797,0.885551948051948,0.8745659722222222
ElasticNet_ComBat,0.6471861471861472,0.8345184227537169,0.9438079650845608,0.911323051948052,0.8715277777777778
RandomForest_ComBat,0.7294372294372294,0.8419521654815773,0.9421713038734315,0.9050324675324675,0.8663194444444444
TabPFN_ComBat,0.6617965367965368,0.8442146089204913,0.9410801963993453,0.9163961038961038,0.8671875
ElasticNet_MMUPHin,,,,,
RandomForest_MMUPHin,,,,,
TabPFN_MMUPHin,,,,,
