1,2,3,model
0.8088888888888889,0.7494623655913979,0.5534482758620689,ElasticNet
0.6069148936170212,0.6293650793650795,0.5637931034482758,ElasticNet
0.5851063829787233,0.5354838709677419,0.9617424242424242,ElasticNet
0.7058510638297872,0.5161290322580645,0.689655172413793,ElasticNet
0.7244444444444443,0.567741935483871,0.3849137931034483,RandomForest
0.5845744680851063,0.6972222222222223,0.5094827586206896,RandomForest
0.4821808510638298,0.45698924731182794,0.9505681818181818,RandomForest
0.5119680851063829,0.40322580645161293,0.7008620689655173,RandomForest
0.7852777777777779,0.6838709677419355,0.5146551724137932,TabPFN
0.5920212765957447,0.6825396825396826,0.503448275862069,TabPFN
0.5313829787234042,0.44408602150537635,0.975,TabPFN
0.6122340425531915,0.4881720430107527,0.22413793103448276,TabPFN
