1,2,3,4,model
0.7906746031746031,0.4853754940711462,0.7166666666666667,0.5585738539898133,ElasticNet
0.4336084021005251,0.6972727272727274,0.3533333333333334,0.5356536502546689,ElasticNet
0.6076519129782446,0.45691699604743086,0.65,0.47877758913412566,ElasticNet
0.5573893473368342,0.4624505928853755,0.40777777777777774,0.5593919968919969,ElasticNet
0.6631657914478619,0.4189723320158103,0.5833333333333333,0.4640633842671194,ElasticNet
0.9597222222222221,0.34901185770750986,0.8266666666666667,0.42105263157894735,RandomForest
0.4051012753188297,0.6663636363636363,0.4766666666666666,0.41553480475382004,RandomForest
0.8612153038259565,0.46758893280632413,0.65,0.5676287492925862,RandomForest
0.7216804201050263,0.36679841897233206,0.6588888888888889,0.5757284382284382,RandomForest
0.6845461365341335,0.4687747035573122,0.5544444444444444,0.4244482173174873,RandomForest
0.9572089947089946,0.36837944664031624,0.7877777777777777,0.46632710809281275,TabPFN
0.38559639909977494,0.6481818181818182,0.4344444444444444,0.5370684776457272,TabPFN
0.86496624156039,0.36996047430830037,0.6944444444444444,0.5254668930390491,TabPFN
0.6841710427606902,0.4695652173913043,0.48111111111111104,0.6384615384615385,TabPFN
0.6999249812453113,0.3944664031620554,0.6755555555555556,0.41878890775325417,TabPFN
