1,2,3,4,model
0.8308201058201059,0.45138339920948617,0.7677777777777778,0.5860215053763441,ElasticNet
0.45911477869467365,0.6718181818181819,0.36777777777777776,0.5144312393887945,ElasticNet
0.6804201050262566,0.491699604743083,0.6444444444444444,0.4340690435766837,ElasticNet
0.5843960990247562,0.5557312252964427,0.44111111111111106,0.5546328671328672,ElasticNet
0.5641410352588148,0.4600790513833993,0.5366666666666666,0.4793435200905489,ElasticNet
0.9154100529100531,0.3213438735177866,0.8227777777777777,0.49575551782682514,RandomForest
0.5427606901725431,0.6399999999999999,0.4672222222222222,0.4724108658743633,RandomForest
0.8934733683420856,0.5458498023715415,0.6944444444444444,0.5766836445953594,RandomForest
0.6609152288072018,0.5774703557312253,0.4955555555555556,0.6178613053613053,RandomForest
0.7516879219804952,0.5517786561264822,0.4477777777777778,0.38851160158460674,RandomForest
0.9187830687830687,0.4134387351778656,0.8155555555555556,0.543010752688172,TabPFN
0.35408852213053266,0.6445454545454545,0.38111111111111107,0.4932088285229202,TabPFN
0.8739684921230307,0.3944664031620553,0.6722222222222222,0.522354272778721,TabPFN
0.6586646661665415,0.5541501976284585,0.45888888888888885,0.696930846930847,TabPFN
0.6699174793698425,0.4964426877470356,0.6288888888888888,0.521505376344086,TabPFN
