1,2,3,model
0.671256038647343,0.5418632075471699,0.5496774193548387,ElasticNet
0.5893829401088929,0.5428571428571429,0.5651612903225807,ElasticNet
0.4097096188747731,0.4740566037735849,0.7019047619047619,ElasticNet
0.5462794918330308,0.5837264150943395,0.5264516129032258,ElasticNet
0.518599033816425,0.5126768867924528,0.467741935483871,RandomForest
0.41243194192377497,0.5776190476190475,0.48580645161290326,RandomForest
0.5483212341197823,0.5775353773584906,0.5180952380952382,RandomForest
0.5387931034482758,0.5100235849056604,0.5348387096774194,RandomForest
0.5772946859903383,0.4870283018867924,0.6038709677419356,TabPFN
0.5176950998185117,0.5359307359307359,0.56,TabPFN
0.5245009074410164,0.5277122641509434,0.5857142857142856,TabPFN
0.5648820326678766,0.5454009433962265,0.6335483870967743,TabPFN
