model,1,2,3,4,5
ElasticNet_DebiasM,0.4902597402597403,0.6195862960568843,0.6268412438625204,0.8208198051948052,0.8745659722222222
RandomForest_DebiasM,0.6020021645021646,0.8232062055591467,0.9154391707583197,0.7911931818181819,0.7660590277777777
TabPFN_DebiasM,0.6396103896103896,0.7915319974143503,0.8925259138025097,0.8810876623376623,0.8120659722222222
ElasticNet_ComBat,0.623917748917749,0.8170652876535229,0.928532460447354,0.914163961038961,0.875
RandomForest_ComBat,0.7115800865800865,0.86360698125404,0.9465357337697763,0.9132508116883117,0.8882378472222222
TabPFN_ComBat,0.6872294372294373,0.848093083387201,0.9383524277141297,0.9277597402597403,0.875
ElasticNet_MMUPHin,,,,,
RandomForest_MMUPHin,,,,,
TabPFN_MMUPHin,,,,,
