1,2,3,4,5,6,7,model
0.7922424242424242,0.8087167070217918,0.7619749447310242,0.7432126696832579,0.800625,0.8406593406593407,0.709016393442623,ElasticNet
0.8008625063419584,0.8140909090909091,0.7627118644067796,0.7085218702865761,0.666875,0.7136197136197137,0.6566834804539723,ElasticNet
0.7232369355657027,0.7288135593220338,0.9154545454545454,0.7149321266968326,0.7425,0.7422577422577422,0.6860025220680959,ElasticNet
0.8016235413495688,0.8240516545601292,0.8168754605747973,0.6350909090909092,0.710625,0.748917748917749,0.6642496847414879,ElasticNet
0.7723236935565704,0.632364810330912,0.7240235814296242,0.667420814479638,0.70625,0.7042957042957043,0.7550441361916772,ElasticNet
0.7214611872146119,0.7433414043583535,0.7593957258658807,0.5984162895927602,0.7687499999999999,0.8934483645009961,0.6276796973518284,ElasticNet
0.7612886859462202,0.7659402744148507,0.7641857037582903,0.6685520361990951,0.70875,0.7166167166167166,0.7855594405594406,ElasticNet
0.8642820903094877,0.8894269572235675,0.8787767133382461,0.7647058823529411,0.805,0.8343323343323343,0.7960277427490542,ElasticNet
0.8147099567099568,0.8179983857949958,0.7586588061901254,0.7139894419306184,0.7609375,0.7985347985347986,0.684110970996217,RandomForest
0.8452562151192289,0.7776515151515151,0.8107958732498157,0.6990950226244343,0.7531249999999999,0.7513320013320013,0.6811160151324086,RandomForest
0.7336377473363774,0.7877320419693301,0.8922053872053872,0.6764705882352942,0.78375,0.8270063270063269,0.7307692307692308,RandomForest
0.7409944190766109,0.8321226795803067,0.718680913780398,0.5836363636363636,0.6768749999999999,0.719030969030969,0.7290353089533417,RandomForest
0.795662100456621,0.7832929782082324,0.7829771554900516,0.7128582202111614,0.778125,0.7865467865467866,0.7391235813366961,RandomForest
0.8097412480974124,0.7836965294592413,0.8142962417096536,0.665158371040724,0.723125,0.8936604331341172,0.6368221941992435,RandomForest
0.7576103500761036,0.6916868442292171,0.7575534266764922,0.701923076923077,0.816875,0.7455877455877455,0.7634382284382284,RandomForest
0.8843226788432268,0.8878127522195319,0.834193072955048,0.747737556561086,0.8209375,0.808025308025308,0.7859394703656998,RandomForest
0.8209696969696969,0.900726392251816,0.8146647015475313,0.7586726998491704,0.7968749999999999,0.8336663336663337,0.728562421185372,TabPFN
0.8376458650431253,0.7843939393939394,0.8375092114959469,0.7119155354449472,0.744375,0.7590742590742592,0.6897856242118536,TabPFN
0.7841197361745308,0.7304277643260694,0.8617508417508418,0.6802413273001509,0.80125,0.7665667665667666,0.7484237074401009,TabPFN
0.8541349568746829,0.9233252623083131,0.8327192336035373,0.5938181818181818,0.810625,0.7750582750582751,0.7723833543505674,TabPFN
0.7919837645865043,0.7271993543179984,0.7553426676492263,0.7096530920060332,0.75625,0.7464202464202464,0.7493694829760404,TabPFN
0.8219178082191783,0.8200161420500404,0.8470891672807663,0.6802413273001509,0.8468749999999999,0.919394640447272,0.6982976040353089,TabPFN
0.8026382546930493,0.6868442292171106,0.823876197494473,0.6432880844645551,0.7912499999999999,0.7001332001332001,0.7812354312354313,TabPFN
0.8680872653475393,0.9346246973365617,0.8820928518791452,0.7696078431372549,0.83375,0.8038628038628038,0.7972887767969734,TabPFN
