model,1,2,3,4,5,6,7
ElasticNet_DebiasM,0.8589548452562151,0.8684422921711058,0.8743551952837141,0.7292609351432882,0.743125,0.8015318015318016,0.6897856242118537
RandomForest_DebiasM,0.843480466768138,0.8579499596448749,0.791451731761238,0.7194570135746606,0.7406250000000001,0.7717282717282717,0.5933165195460277
TabPFN_DebiasM,0.8612379502790461,0.8983050847457628,0.8765659543109802,0.747737556561086,0.79625,0.7892107892107891,0.7386506935687264
ElasticNet_ComBat,0.8340943683409437,0.8853914447134786,0.8754605747973471,0.773001508295626,0.775625,0.8318348318348318,0.7503152585119799
RandomForest_ComBat,0.8612379502790461,0.9112187247780468,0.8843036109064112,0.7128582202111614,0.8237500000000001,0.8031968031968032,0.757093316519546
TabPFN_ComBat,0.8746829020801623,0.9096045197740112,0.8920412675018423,0.754524886877828,0.838125,0.8033633033633033,0.7827868852459017
ElasticNet_MMUPHin,,,,,,,
RandomForest_MMUPHin,,,,,,,
TabPFN_MMUPHin,,,,,,,
