1,2,3,4,5,model
0.851190476190476,0.7838983050847458,0.8696126568466994,0.8577516233766234,0.8167229729729729,ElasticNet
0.7738095238095237,0.9265942028985508,0.9181669394435352,0.8873782467532467,0.832347972972973,ElasticNet
0.6812770562770563,0.848761408083442,0.9971428571428571,0.8636363636363638,0.8365709459459459,ElasticNet
0.6082251082251082,0.7457627118644068,0.8423349699945444,0.9028223410576353,0.872043918918919,ElasticNet
0.7435064935064934,0.8497392438070404,0.9459901800327333,0.9273538961038961,0.8883928571428573,ElasticNet
0.7613636363636364,0.8529986962190352,0.9356246590289143,0.9320211038961039,0.8940033783783783,ElasticNet
0.8304834054834055,0.7460886571056063,0.8033278777959628,0.7849025974025974,0.8171452702702703,RandomForest
0.8024891774891775,0.9083333333333334,0.9318057828696126,0.9134537337662337,0.8293918918918918,RandomForest
0.7205086580086579,0.8336049543676662,0.9917857142857143,0.8688108766233765,0.8344594594594594,RandomForest
0.716991341991342,0.8187744458930899,0.933442444080742,0.9160724896019014,0.9121621621621622,RandomForest
0.775974025974026,0.7444589308996089,0.9405346426623022,0.9329342532467533,0.8197802197802198,RandomForest
0.7987012987012988,0.8477835723598436,0.9345335515548281,0.9318181818181818,0.9092060810810811,RandomForest
0.8913419913419913,0.8311603650586701,0.8696126568466993,0.849025974025974,0.7652027027027026,TabPFN
0.8062770562770564,0.926159420289855,0.9121658483360611,0.8849431818181819,0.8171452702702703,TabPFN
0.6682900432900433,0.863754889178618,1.0,0.859375,0.8420608108108109,TabPFN
0.6937229437229437,0.8428943937418514,0.9263502454991817,0.9289364230540702,0.9125844594594594,TabPFN
0.70995670995671,0.8191003911342895,0.9443535188216039,0.9316152597402597,0.8658653846153846,TabPFN
0.7683982683982684,0.8895045632333768,0.933987997817785,0.9281655844155844,0.8796452702702703,TabPFN
