model,1,2,3,4,5,6,7
ElasticNet_DebiasM,0.6636636636636636,0.8434221146085553,0.49705232129697857,0.6708144796380091,0.7737499999999999,0.6370296370296371,0.8165195460277427
RandomForest_DebiasM,0.8803803803803804,0.8426150121065376,0.6718865143699336,0.6417797888386124,0.531875,0.7322677322677322,0.8253467843631778
TabPFN_DebiasM,0.8513513513513513,0.8595641646489104,0.8054532056005895,0.696078431372549,0.6793750000000001,0.7267732267732268,0.7969735182849936
ElasticNet_ComBat,0.8748748748748748,0.92090395480226,0.8651436993367723,0.7160633484162896,0.8125,0.8131868131868133,0.8064312736443885
RandomForest_ComBat,0.8517267267267268,0.9209039548022598,0.8389830508474576,0.7375565610859729,0.810625,0.803030303030303,0.8270807061790668
TabPFN_ComBat,0.8751251251251252,0.9079903147699758,0.8791451731761238,0.7198340874811463,0.8049999999999999,0.8053613053613053,0.7935056746532155
ElasticNet_MMUPHin,,,,,,,
RandomForest_MMUPHin,,,,,,,
TabPFN_MMUPHin,,,,,,,
