model,1,2,3,4
ElasticNet_DebiasM,0.6129032258064516,0.5897233201581027,0.7488888888888888,0.5410299943406904
RandomForest_DebiasM,0.5828957239309828,0.4956521739130435,0.62,0.5178268251273345
TabPFN_DebiasM,0.6219054763690923,0.4260869565217391,0.6033333333333334,0.48302207130730046
ElasticNet_ComBat,0.6421605401350338,0.48142292490118577,0.6255555555555555,0.5534804753820034
RandomForest_ComBat,0.6717929482370593,0.38300395256916997,0.7666666666666666,0.4298245614035088
TabPFN_ComBat,0.7014253563390848,0.4735177865612648,0.7566666666666667,0.5713073005093379
ElasticNet_MMUPHin,,,,
RandomForest_MMUPHin,,,,
TabPFN_MMUPHin,,,,
