1,2,3,4,5,6,model
0.7231703276147721,0.6359873468838337,0.6302601809954752,0.7958974358974359,0.5678670360110805,0.6238130021913806,ElasticNet
0.7222349513927531,0.7393595518595518,0.6083144796380091,0.6471794871794871,0.7271468144044322,0.6329437545653762,ElasticNet
0.7175542535432554,0.5955882352941178,0.5941391941391941,0.8297435897435897,0.5955678670360112,0.7324689554419285,ElasticNet
0.7374554024418186,0.637131511643559,0.659445701357466,0.812142857142857,0.7063711911357341,0.6990504017531045,ElasticNet
0.5622074563844064,0.4623266926908063,0.5355769230769231,0.5374358974358974,0.9857142857142858,0.5189919649379109,ElasticNet
0.6639062551143989,0.5762047381881814,0.6861425339366517,0.6153846153846154,0.6260387811634349,0.6644444444444444,ElasticNet
0.72593368465844,0.6444339749629829,0.6569570135746606,0.7005128205128205,0.5637119113573407,0.6782322863403945,ElasticNet
0.7203697023141469,0.5716028402207566,0.6291289592760181,0.4338461538461539,0.5373961218836565,0.6148648648648649,RandomForest
0.73360937448856,0.7710454204204205,0.6336821266968325,0.5938461538461539,0.6842105263157895,0.6283783783783784,RandomForest
0.7377827239697554,0.5070668999865392,0.6343304843304843,0.6707692307692308,0.5574792243767313,0.5328707085463842,RandomForest
0.6936270498510687,0.6035469107551487,0.6393947963800904,0.5857142857142857,0.5401662049861495,0.662436084733382,RandomForest
0.582992373408399,0.4948596715574101,0.5094739819004525,0.40871794871794875,1.0,0.46192476260043824,RandomForest
0.673480409806553,0.5369834432628886,0.5957579185520362,0.6676923076923078,0.6412742382271469,0.6025396825396825,RandomForest
0.7689600995057445,0.6009893659981156,0.6675904977375565,0.5974358974358975,0.6745152354570638,0.6380569758948138,RandomForest
0.7276589973812196,0.6987481491452416,0.6691176470588236,0.8307692307692308,0.6094182825484764,0.6634404674945215,TabPFN
0.7318254721613041,0.7845280376530377,0.6566742081447964,0.6512820512820512,0.7229916897506926,0.6360482103725347,TabPFN
0.6990278550620275,0.6046574236101765,0.5653540903540903,0.8317948717948719,0.667590027700831,0.7136596055514974,TabPFN
0.7043959281201925,0.6231491452416207,0.6118778280542987,0.7328571428571429,0.5,0.6177867056245434,TabPFN
0.5932702693856176,0.4863541526450398,0.5023190045248869,0.5148717948717949,1.0,0.5566106647187729,TabPFN
0.664200844489542,0.5574774532238524,0.6740384615384615,0.6348717948717949,0.6939058171745153,0.6488888888888888,TabPFN
0.7345095086903866,0.6621348768340288,0.6686085972850678,0.7384615384615385,0.6786703601108033,0.6740321402483564,TabPFN
