model,1,2,3,4,5,6
ElasticNet_DebiasM,0.4223090277777778,0.5145687645687647,0.3425595383637342,0.35298701298701296,0.4827586206896552,0.5639187574671446
RandomForest_DebiasM,0.3491753472222222,0.4178321678321678,0.4253019707565162,0.5303896103896104,0.5534482758620689,0.3799283154121864
TabPFN_DebiasM,0.3615451388888889,0.4522144522144522,0.5744535185094626,0.5592207792207793,0.6310344827586206,0.5209080047789726
ElasticNet_ComBat,0.5568576388888888,0.5268065268065267,0.5137170521785906,0.5916883116883117,0.6241379310344828,0.4432497013142175
RandomForest_ComBat,0.4188368055555556,0.42773892773892774,0.4813927331409849,0.4314285714285715,0.5431034482758621,0.4569892473118279
TabPFN_ComBat,0.46744791666666663,0.43822843822843827,0.5385104406083427,0.46805194805194805,0.6586206896551725,0.4492234169653525
ElasticNet_MMUPHin,,,,,,
RandomForest_MMUPHin,,,,,,
TabPFN_MMUPHin,,,,,,
