model,1,2,3,4
ElasticNet_DebiasM,0.5513878469617404,0.583399209486166,0.6833333333333332,0.48953027730616866
RandomForest_DebiasM,0.5506376594148538,0.5284584980237155,0.6766666666666666,0.47651386530843237
TabPFN_DebiasM,0.48387096774193555,0.43003952569169956,0.7755555555555556,0.5189586870401811
ElasticNet_ComBat,0.49887471867966987,0.47351778656126486,0.5055555555555555,0.4504810413129598
RandomForest_ComBat,0.789947486871718,0.5150197628458497,0.588888888888889,0.4327956989247312
TabPFN_ComBat,0.7471867966991749,0.42134387351778657,0.8177777777777778,0.5432937181663838
ElasticNet_MMUPHin,,,,
RandomForest_MMUPHin,,,,
TabPFN_MMUPHin,,,,
