1,2,3,4,5,6,model
0.7121483352038908,0.5744211872391977,0.6745475113122172,0.6194871794871795,0.6329639889196677,0.5925858290723155,ElasticNet
0.5929429478576806,0.7311163086163086,0.6572963800904976,0.47384615384615386,0.5512465373961218,0.5279401022644266,ElasticNet
0.6424339628817388,0.6175461031094359,0.649002849002849,0.641025641025641,0.6371191135734072,0.660518626734843,ElasticNet
0.6121239893947824,0.5699118320096919,0.6424773755656108,0.6085714285714285,0.5,0.5540540540540542,ElasticNet
0.6118948643252268,0.5378920446897294,0.549264705882353,0.43589743589743585,0.6494047619047618,0.5195398100803506,ElasticNet
0.48420673627704486,0.44943801319154664,0.5932126696832579,0.6128205128205129,0.6565096952908588,0.5820952380952381,ElasticNet
0.6644299695590978,0.6504240139991923,0.6990384615384615,0.6348717948717949,0.6759002770083102,0.675127830533236,ElasticNet
0.754769520602854,0.6215338538161259,0.6572963800904977,0.7005128205128205,0.5249307479224377,0.6632578524470417,RandomForest
0.655575922228405,0.7688613854238854,0.6522058823529411,0.5846153846153845,0.554016620498615,0.6139517896274653,RandomForest
0.7104841085398187,0.5441176470588236,0.6342083842083842,0.8,0.5886426592797784,0.6519357195032871,RandomForest
0.6675722562272921,0.6394366671153587,0.6563065610859729,0.6921428571428572,0.5062326869806094,0.7069028487947409,RandomForest
0.49229157801708623,0.46795497375151435,0.4891402714932127,0.41692307692307695,1.0,0.448046018991965,RandomForest
0.7276030244509182,0.5872089110243639,0.6697963800904977,0.818974358974359,0.6481994459833795,0.6906666666666668,RandomForest
0.7118588589571536,0.6065924081303002,0.6552884615384615,0.7979487179487179,0.7202216066481995,0.6888239590942294,RandomForest
0.7444354924910481,0.6352470049804819,0.6707013574660634,0.8082051282051281,0.554016620498615,0.6555880204528852,TabPFN
0.682007135609309,0.7815846615846616,0.6631221719457014,0.6820512820512821,0.631578947368421,0.6309349890430971,TabPFN
0.6975549081863114,0.6498014537622829,0.6077737077737078,0.8030769230769231,0.6177285318559557,0.7277209642074507,TabPFN
0.701286373604792,0.6283988423744783,0.6199660633484162,0.7621428571428571,0.38919667590027707,0.6298392987582176,TabPFN
0.47549998363392365,0.4834432628886795,0.46351809954751133,0.38871794871794874,1.0,0.46932067202337474,TabPFN
0.6819416713037216,0.5961603176739804,0.677658371040724,0.5579487179487179,0.6426592797783934,0.6907301587301587,TabPFN
0.6892082092239207,0.5763898236640194,0.6773755656108598,0.8010256410256411,0.5734072022160664,0.627282688093499,TabPFN
