1,2,3,model
0.6921850079744816,0.5604745370370371,0.5275000000000001,ElasticNet
0.5,0.5,0.5,ElasticNet
0.4470355731225296,0.36733217592592593,0.6543589743589744,ElasticNet
0.49110671936758893,0.451099537037037,0.32999999999999996,ElasticNet
0.6882243487506645,0.4817708333333333,0.5737500000000001,RandomForest
0.4516798418972332,0.7137218045112782,0.48156249999999995,RandomForest
0.5828063241106719,0.4501591435185185,0.667051282051282,RandomForest
0.43675889328063233,0.4827835648148148,0.516875,RandomForest
0.6027644869750133,0.4788773148148148,0.5675,TabPFN
0.4365612648221344,0.6815037593984963,0.45187499999999997,TabPFN
0.5128458498023716,0.45008680555555547,0.587948717948718,TabPFN
0.4764822134387352,0.46383101851851855,0.469375,TabPFN
