1,2,3,4,5,model
0.8481601731601731,0.7643415906127771,0.8516093835242771,0.851461038961039,0.8023648648648649,ElasticNet
0.7619047619047619,0.9317391304347827,0.9274413529732679,0.8865665584415584,0.8336148648648649,ElasticNet
0.6888528138528138,0.8513689700130378,0.9971428571428571,0.8628246753246753,0.8407939189189189,ElasticNet
0.6125541125541125,0.7513037809647979,0.8417894162575014,0.8908199643493762,0.8766891891891891,ElasticNet
0.7408008658008658,0.849413298565841,0.9230769230769231,0.9153814935064934,0.8607142857142858,ElasticNet
0.7148268398268398,0.8334419817470665,0.9159847244953628,0.8920454545454546,0.8893581081081081,ElasticNet
0.8724206349206348,0.7755867014341591,0.8464266230223677,0.8165584415584416,0.8519847972972974,RandomForest
0.7821969696969697,0.9369927536231885,0.9143480632842336,0.9069602272727272,0.828125,RandomForest
0.7483766233766235,0.8614732724902217,0.9918650793650794,0.9153814935064936,0.8817567567567568,RandomForest
0.6290584415584416,0.8564211212516296,0.9563557010365521,0.9545008912655973,0.9037162162162162,RandomForest
0.7570346320346321,0.8807040417209909,0.960720130932897,0.932426948051948,0.8364468864468865,RandomForest
0.8122294372294373,0.8451760104302478,0.9645390070921986,0.9446022727272727,0.9016047297297297,RandomForest
0.8746753246753247,0.8588657105606259,0.8870703764320785,0.8622159090909091,0.8505067567567567,TabPFN
0.8079004329004329,0.9428985507246377,0.9083469721767594,0.8741883116883117,0.8057432432432432,TabPFN
0.6347402597402597,0.8588657105606259,1.0,0.8869724025974026,0.8395270270270271,TabPFN
0.6661255411255411,0.8386571056062582,0.9296235679214402,0.935204991087344,0.9117398648648649,TabPFN
0.7353896103896104,0.8670143415906127,0.9601745771958538,0.9299918831168832,0.8481227106227106,TabPFN
0.7683982683982683,0.8728813559322034,0.9454446262956901,0.9338474025974026,0.9003378378378378,TabPFN
