1,2,3,model
0.5333333333333334,0.5713443396226415,0.5387096774193548,ElasticNet
0.542649727767695,0.6485714285714286,0.5064516129032257,ElasticNet
0.6227313974591652,0.5878537735849056,0.7509523809523809,ElasticNet
0.6268148820326679,0.647995283018868,0.5935483870967742,ElasticNet
0.6635265700483093,0.6076061320754718,0.5896774193548386,RandomForest
0.5716878402903811,0.668051948051948,0.5638709677419355,RandomForest
0.5176950998185118,0.38207547169811323,0.7280952380952381,RandomForest
0.6345281306715064,0.6005306603773585,0.7038709677419355,RandomForest
0.6382850241545894,0.6291273584905661,0.507741935483871,TabPFN
0.6522232304900182,0.6676190476190477,0.5316129032258065,TabPFN
0.6340744101633394,0.5421580188679245,0.7580952380952382,TabPFN
0.6136569872958257,0.5854952830188679,0.5232258064516129,TabPFN
