1,2,3,4,model
0.8416005291005291,0.5723320158102767,0.6866666666666666,0.5625353706847764,ElasticNet
0.5,0.52,0.5,0.5,ElasticNet
0.6646661665416355,0.4980237154150198,0.7722222222222224,0.5936615732880589,ElasticNet
0.6099024756189048,0.4616600790513834,0.49666666666666665,0.5292540792540793,ElasticNet
0.7726931732933233,0.51699604743083,0.6100000000000001,0.564516129032258,ElasticNet
0.9845238095238095,0.3031620553359684,0.7588888888888891,0.5633842671194114,RandomForest
0.3338334583645911,0.6309090909090909,0.5411111111111111,0.4983022071307301,RandomForest
0.6560390097524381,0.49249011857707514,0.8111111111111112,0.522354272778721,RandomForest
0.6121530382595649,0.5719367588932807,0.6144444444444445,0.6381993006993006,RandomForest
0.5483870967741935,0.48853754940711464,0.5838888888888889,0.42671194114318056,RandomForest
0.9837962962962962,0.28695652173913044,0.778888888888889,0.39417091114883984,TabPFN
0.3555888972243061,0.6845454545454545,0.4666666666666666,0.40520656479909456,TabPFN
0.7891972993248312,0.4727272727272727,0.7277777777777779,0.523203169213356,TabPFN
0.5416354088522131,0.46956521739130436,0.59,0.6319541569541569,TabPFN
0.5903975993998499,0.5723320158102767,0.5544444444444445,0.5200905489530278,TabPFN
