1,2,3,model
0.6975013290802764,0.5081018518518519,0.57375,ElasticNet
0.5,0.5,0.5,ElasticNet
0.48636363636363633,0.3978587962962963,0.6648717948717949,ElasticNet
0.5029644268774703,0.42809606481481477,0.37187499999999996,ElasticNet
0.6225677830940988,0.47063078703703703,0.619375,RandomForest
0.5191699604743083,0.637468671679198,0.335,RandomForest
0.5012845849802371,0.4917534722222222,0.646025641025641,RandomForest
0.5049407114624506,0.4735243055555555,0.4075000000000001,RandomForest
0.6492291334396597,0.4822048611111111,0.5487500000000001,TabPFN
0.4302371541501976,0.6679448621553885,0.54125,TabPFN
0.45612648221343877,0.4184027777777778,0.5984615384615385,TabPFN
0.49150197628458503,0.4769965277777778,0.5275,TabPFN
