1,2,3,model
0.6188552188552189,0.5274170274170275,0.5754985754985755,ElasticNet
0.5397363465160075,0.6333028083028084,0.6396011396011396,ElasticNet
0.4967984934086629,0.5909090909090909,0.8006666666666666,ElasticNet
0.5713747645951037,0.5559163059163059,0.5491452991452991,ElasticNet
0.5317340067340067,0.5234487734487735,0.5783475783475784,RandomForest
0.5427495291902071,0.4762362637362637,0.715099715099715,RandomForest
0.4990583804143126,0.5786435786435786,0.7944545454545455,RandomForest
0.5510357815442561,0.5952380952380953,0.7435897435897436,RandomForest
0.4441077441077441,0.468975468975469,0.5121082621082621,TabPFN
0.5668549905838042,0.4663919413919414,0.6901709401709402,TabPFN
0.4387947269303202,0.6219336219336219,0.7773939393939395,TabPFN
0.5570621468926554,0.6060606060606061,0.7051282051282052,TabPFN
