1,2,3,4,5,6,model
0.8408888888888889,0.31351981351981345,0.4004107780331556,0.42363636363636364,0.6051724137931035,0.45041816009557945,ElasticNet
0.17708333333333334,0.6117063492063493,0.5407599393613379,0.6820779220779221,0.46551724137931033,0.5017921146953406,ElasticNet
0.5473090277777778,0.40617715617715616,0.6756837098692033,0.5335064935064936,0.4810344827586207,0.42293906810035836,ElasticNet
0.38020833333333337,0.6614219114219114,0.5416401780038144,0.7502500000000001,0.5051724137931034,0.49342891278375156,ElasticNet
0.5802951388888888,0.5687645687645688,0.5346960731576116,0.45636363636363636,0.675,0.4432497013142175,ElasticNet
0.5,0.5,0.5,0.5,0.5,0.4922222222222222,ElasticNet
0.4361979166666667,0.3706293706293707,0.5737688884542032,0.5867532467532467,0.5672413793103448,0.45997610513739545,ElasticNet
0.8800000000000001,0.30215617715617715,0.3639297765171891,0.4675324675324676,0.6500000000000001,0.44205495818399043,RandomForest
0.2619357638888889,0.6832837301587301,0.5931830407354882,0.6184415584415585,0.3775862068965517,0.45698924731182794,RandomForest
0.44270833333333337,0.6037296037296037,0.7463266519449634,0.5272727272727273,0.36551724137931035,0.4826762246117085,RandomForest
0.40429687500000006,0.6602564102564102,0.5114675534255955,0.7385416666666667,0.4525862068965517,0.5005973715651135,RandomForest
0.615017361111111,0.3723776223776224,0.3645655044256442,0.5290909090909092,0.6025,0.49820788530465954,RandomForest
0.5447048611111112,0.29079254079254074,0.4120005868257616,0.43493506493506495,0.5482758620689655,0.44079365079365085,RandomForest
0.3489583333333333,0.4766899766899767,0.4571372683260795,0.4267532467532468,0.253448275862069,0.4599761051373955,RandomForest
0.8928888888888891,0.2814685314685315,0.3973788449312925,0.4750649350649351,0.6655172413793103,0.4420549581839905,TabPFN
0.22569444444444445,0.6885416666666666,0.5874614895593917,0.6771428571428572,0.36551724137931035,0.47789725209080053,TabPFN
0.35329861111111116,0.5844988344988344,0.762408697129268,0.5896103896103896,0.42068965517241375,0.4444444444444445,TabPFN
0.48090277777777785,0.6054778554778555,0.5951880287544623,0.7360833333333334,0.5655172413793104,0.4635603345280765,TabPFN
0.6124131944444444,0.5273892773892774,0.5360164311213261,0.608051948051948,0.6783333333333335,0.43010752688172044,TabPFN
0.5572916666666667,0.3671328671328671,0.4148858134872121,0.4423376623376623,0.47586206896551725,0.4488888888888889,TabPFN
0.2170138888888889,0.4020979020979021,0.6057997946109834,0.608831168831169,0.44482758620689655,0.37634408602150543,TabPFN
