1,2,3,4,model
0.9279100529100528,0.3786561264822135,0.8077777777777778,0.5063667232597624,ElasticNet
0.641410352588147,0.7009090909090909,0.3977777777777778,0.5183927560837578,ElasticNet
0.7873218304576144,0.366798418972332,0.6888888888888888,0.4714204867006225,ElasticNet
0.6380345086271568,0.5490118577075099,0.39555555555555555,0.6617715617715618,ElasticNet
0.4801200300075019,0.3778656126482214,0.5599999999999999,0.45359366157328807,ElasticNet
0.9595238095238094,0.43003952569169956,0.8033333333333333,0.5002829654782117,RandomForest
0.5360090022505626,0.7595454545454545,0.3194444444444445,0.5335314091680815,RandomForest
0.7584396099024756,0.40553359683794465,0.7444444444444445,0.49349179400113186,RandomForest
0.5491372843210802,0.5106719367588933,0.4688888888888889,0.629477466977467,RandomForest
0.654913728432108,0.392094861660079,0.43833333333333335,0.3926146010186757,RandomForest
0.9388227513227513,0.3541501976284585,0.8255555555555555,0.4852857951329938,TabPFN
0.4111027756939234,0.7009090909090909,0.2911111111111111,0.5435766836445954,TabPFN
0.7606901725431358,0.4347826086956522,0.7277777777777779,0.4940577249575552,TabPFN
0.6016504126031508,0.4513833992094862,0.4688888888888889,0.7051184926184926,TabPFN
0.6031507876969242,0.350197628458498,0.45,0.3797396717600453,TabPFN
