model,1,2,3,4,5,6,7
ElasticNet_DebiasM,0.6383883883883884,0.7740112994350283,0.6904937361827561,0.6689291101055808,0.63125,0.7056277056277056,0.6279949558638083
RandomForest_DebiasM,0.8340840840840841,0.8958837772397095,0.8102431834929993,0.7319004524886878,0.818125,0.7818847818847819,0.7960277427490542
TabPFN_DebiasM,0.8458458458458459,0.9023405972558515,0.8150331613854089,0.7447209653092006,0.813125,0.8070263070263071,0.8344892812105927
ElasticNet_ComBat,0.7012012012012012,0.6989507667473769,0.7837140751658069,0.7002262443438914,0.7075,0.7817182817182817,0.6633039092055486
RandomForest_ComBat,0.7927927927927928,0.7990314769975787,0.781503316138541,0.7021116138763197,0.7306249999999999,0.8083583083583084,0.7774274905422446
TabPFN_ComBat,0.8145645645645645,0.7869249394673123,0.8434045689019897,0.7070135746606334,0.779375,0.806027306027306,0.7805800756620429
ElasticNet_MMUPHin,0.6981981981981982,0.7086359967715901,0.6993367722918202,0.6595022624434389,0.678125,0.7853812853812854,0.632093316519546
RandomForest_MMUPHin,0.8903903903903904,0.9063761097659403,0.8212969786293294,0.7239819004524887,0.803125,0.8255078255078255,0.8291298865069356
TabPFN_MMUPHin,0.8711211211211212,0.8321226795803067,0.8588798820928519,0.7032428355957768,0.8212499999999999,0.8246753246753247,0.8174653215636822
