model,1,2,3,4,5,6
ElasticNet_DebiasM,0.607967005989984,0.49138511239736166,0.6358031674208146,0.8112820512820513,0.6052631578947368,0.62509130752374
RandomForest_DebiasM,0.5831560341723675,0.5838437205545833,0.6207296380090498,0.72,0.6412742382271468,0.60418188458729
TabPFN_DebiasM,0.501260187882557,0.526181181854893,0.6513574660633483,0.8276923076923077,0.6163434903047091,0.6141344046749452
ElasticNet_ComBat,0.7012209092992046,0.6183200969174856,0.6369909502262443,0.6071794871794872,0.6094182825484764,0.6382395909422937
RandomForest_ComBat,0.7431180648751268,0.6317640328442589,0.7070701357466064,0.7712820512820513,0.5858725761772853,0.7069028487947407
TabPFN_ComBat,0.6974239795751367,0.5572923677480146,0.6802601809954751,0.8461538461538461,0.5609418282548476,0.6879108838568296
ElasticNet_MMUPHin,,,,,,
RandomForest_MMUPHin,,,,,,
TabPFN_MMUPHin,,,,,,
