1,2,3,model
0.7060000000000001,0.36768676867686767,0.5357487922705315,ElasticNet
0.3928035982008996,0.9884461182847122,0.4729468599033817,ElasticNet
0.5,0.5,0.49333333333333335,ElasticNet
0.4287856071964018,0.3321894689468947,0.4541062801932367,ElasticNet
0.6769999999999999,0.33081120612061204,0.6026570048309179,RandomForest
0.5097451274362819,1.0,0.4265700483091788,RandomForest
0.5067466266866567,0.45842709270927096,0.5966666666666666,RandomForest
0.5337331334332833,0.2133775877587759,0.5227053140096618,RandomForest
0.654,0.34254050405040504,0.5661835748792271,TabPFN
0.5352323838080959,1.0,0.4599033816425121,TabPFN
0.5937031484257871,0.5003937893789379,0.48197530864197524,TabPFN
0.487256371814093,0.3740999099909992,0.42318840579710143,TabPFN
