1,2,3,model
0.6751727804359383,0.6125578703703703,0.45749999999999996,ElasticNet
0.5043478260869565,0.7078947368421054,0.33749999999999997,ElasticNet
0.5268774703557312,0.3822337962962963,0.6607692307692308,ElasticNet
0.4772727272727273,0.49652777777777773,0.396875,ElasticNet
0.6745082402977141,0.523509837962963,0.46781249999999996,RandomForest
0.541897233201581,0.5860776942355891,0.41500000000000004,RandomForest
0.5614624505928854,0.5677083333333333,0.45128205128205134,RandomForest
0.5116600790513834,0.5397135416666666,0.473125,RandomForest
0.7045720361509835,0.5241608796296297,0.55,TabPFN
0.508695652173913,0.6469172932330828,0.37749999999999995,TabPFN
0.49861660079051384,0.36024305555555547,0.4966666666666666,TabPFN
0.5397233201581029,0.5342881944444444,0.414375,TabPFN
