1,2,3,4,model
0.48888888888888893,0.6189723320158103,0.5822222222222223,0.4968873797396718,ElasticNet
0.5048762190547637,0.5372727272727273,0.5377777777777779,0.48500282965478214,ElasticNet
0.5506376594148538,0.4980237154150198,0.7055555555555555,0.4683078664402943,ElasticNet
0.5288822205551388,0.4545454545454546,0.6255555555555555,0.4672591297591298,ElasticNet
0.6219054763690922,0.5446640316205533,0.5633333333333334,0.4847198641765705,ElasticNet
0.5680555555555556,0.5450592885375494,0.5366666666666667,0.569609507640068,RandomForest
0.47261815453863465,0.6318181818181818,0.41333333333333333,0.5418788907753254,RandomForest
0.5735183795948988,0.4628458498023716,0.7388888888888889,0.5315506508205999,RandomForest
0.5232558139534884,0.5403162055335968,0.5572222222222223,0.5826534576534577,RandomForest
0.6264066016504127,0.5446640316205533,0.5794444444444444,0.6096491228070176,RandomForest
0.5060185185185185,0.6237154150197628,0.5622222222222222,0.44284097340124506,TabPFN
0.42535633908477116,0.5836363636363636,0.3833333333333333,0.4932088285229202,TabPFN
0.5671417854463616,0.49881422924901186,0.6944444444444445,0.5141482739105828,TabPFN
0.6061515378844711,0.4632411067193676,0.5888888888888888,0.5109557109557109,TabPFN
0.6301575393848461,0.5778656126482213,0.5622222222222222,0.5350877192982456,TabPFN
