feature,mean_abs_shap
ncbi_119852,0.26413403632640814
ncbi_239934,0.10968755567995522
ncbi_283168,0.0949548610037452
ncbi_204475,0.0769011189036267
ncbi_1263,0.07173535462952096
ncbi_102106,0.04710223067601609
ncbi_1301,0.03179820751829226
ncbi_841,0.031233143716674065
ncbi_580596,0.02187046290180709
ncbi_2701,0.016006142821920283
ncbi_33042,0.011615591658191848
ncbi_216851,0.011455283449686557
ncbi_35832,0.010423781992345135
ncbi_447020,0.010007598524133434
ncbi_83770,0.009223896569707379
ncbi_239759,0.009009421575270474
ncbi_848,0.008953874454551864
ncbi_189330,0.008494435418223985
ncbi_838,0.008443894009056662
ncbi_1350,0.007943234294190919
ncbi_570,0.00787513749041182
ncbi_416916,0.007743015862593227
ncbi_172900,0.007740571901916909
ncbi_33024,0.007599173353572126
ncbi_39948,0.007532825698938114
ncbi_117563,0.007523853706694927
ncbi_1348911,0.007219273110726696
ncbi_816,0.007117397252319929
ncbi_1386,0.007002278420086711
ncbi_28050,0.006966935794442494
ncbi_1505663,0.00680987950592391
ncbi_209879,0.0062210321172396724
ncbi_577309,0.00618921294708422
ncbi_572511,0.0061351323410494185
ncbi_1743,0.0060325256784229215
ncbi_158846,0.0058518045999869945
ncbi_1283313,0.005717162581283049
ncbi_1473205,0.00567544059031336
ncbi_1573534,0.005629440641193485
ncbi_904,0.005578819782608815
ncbi_191303,0.005543912342836832
ncbi_872,0.005487127546432142
ncbi_1678,0.005395615719652141
ncbi_1392389,0.005343816834407082
ncbi_135858,0.005325546172614037
ncbi_2740,0.005322416364314107
ncbi_1573535,0.005265144178124387
ncbi_29465,0.005187874166967567
ncbi_638847,0.004995474261186616
ncbi_292632,0.004873220892991364
ncbi_1485,0.004649632274134118
ncbi_1918511,0.004491575882176955
ncbi_86331,0.004435388617992272
ncbi_123375,0.004335810825579383
ncbi_1578,0.004168837489338954
ncbi_2039302,0.004151378666120919
ncbi_40544,0.004061609769518222
ncbi_140625,0.004048902227268665
ncbi_946234,0.004037687207487333
ncbi_724,0.004028688998834359
ncbi_375288,0.003874887412551078
ncbi_1980681,0.003859634448826009
ncbi_207244,0.003814164903195478
ncbi_397864,0.0037713988333942777
ncbi_1378,0.0037504426996834146
ncbi_2086,0.0036300305323799
ncbi_1769710,0.0034667972497383747
ncbi_1506577,0.0034428337172745043
ncbi_459786,0.0034286155529562852
ncbi_906,0.0034133482595544635
ncbi_1505657,0.0033606372035075126
ncbi_100883,0.003330290823149507
ncbi_1926663,0.0032934582632395196
ncbi_1766253,0.0031850580102946568
ncbi_469,0.003171803336645065
ncbi_2172,0.003150963929057941
ncbi_84111,0.0031242618973076923
ncbi_46255,0.0030935938018943642
ncbi_52225,0.002992738447618423
ncbi_84108,0.002946097772588568
ncbi_1649459,0.0028011014342079923
ncbi_574697,0.0027843141030397677
ncbi_1980693,0.002651908228390407
ncbi_482,0.0025810827526316087
ncbi_577310,0.0025164370081373166
ncbi_404402,0.0023760317516899588
ncbi_1407607,0.002357464793703048
ncbi_1506553,0.002223860069880365
ncbi_244127,0.002099671425371294
ncbi_713,0.0020726403531295076
ncbi_168808,0.0018831520057525492
ncbi_2152,0.0016665916805342052
ncbi_644652,0.0014231608756755994
ncbi_596767,0.0014025897410158794
ncbi_40840,0.0013147207222101664
ncbi_1774107,0.0012138390107055636
ncbi_1940255,0.0010443671761338515
ncbi_547,0.0009495640132438925
ncbi_580024,0.0007319086137733394
