feature,mean_abs_shap
ncbi_40544,333534466156.43866
ncbi_1485,166767233078.25653
ncbi_189330,166767233078.24286
ncbi_2048137,166767233078.22592
ncbi_836,166767233078.22086
ncbi_577309,166767233078.2183
ncbi_1505663,166767233078.21823
ncbi_1506553,0.02001635795113347
ncbi_1508657,0.019914824426219405
ncbi_119852,0.015369077105093406
ncbi_204475,0.012927020605308401
ncbi_841,0.010860345138965813
ncbi_172900,0.009530708257774646
ncbi_216851,0.009337342551103581
ncbi_29465,0.008657420769000244
ncbi_39948,0.008523254542790005
ncbi_52784,0.008421718931898386
ncbi_397864,0.008172066952893927
ncbi_990721,0.00816300212024986
ncbi_1380,0.007724735699842868
ncbi_2740,0.007532570101319925
ncbi_1569,0.007287151947998269
ncbi_459786,0.006758142145938497
ncbi_33042,0.006701660953851932
ncbi_574697,0.006634300743786521
ncbi_2005359,0.006285043713643799
ncbi_33024,0.006021511968627252
ncbi_1386,0.005987270161575119
ncbi_1200657,0.00574208162179282
ncbi_241189,0.005442031763154855
ncbi_375288,0.005369567826164888
ncbi_580596,0.005318666702831906
ncbi_207244,0.005097375494757661
ncbi_816,0.004920120330530278
ncbi_906,0.004766011414951789
ncbi_2172,0.004736516470407419
ncbi_46205,0.00462039569123276
ncbi_570,0.0046188410929148315
ncbi_572511,0.004597518155627038
ncbi_158846,0.004579889599335455
ncbi_239759,0.004535680181873066
ncbi_508459,0.0045095492002282895
ncbi_762551,0.004270928367661157
ncbi_28050,0.003953143527882298
ncbi_1654,0.0038840486152080496
ncbi_1301,0.00377871815566185
ncbi_2132,0.0036970708173769407
ncbi_561,0.003527469772036904
ncbi_904,0.003358532723208629
ncbi_244127,0.003332237282516042
ncbi_102106,0.0033322017311131803
ncbi_191303,0.003269346837967967
ncbi_140625,0.0031563920432488004
ncbi_174708,0.0030988432736325645
ncbi_724,0.0030694001836307143
ncbi_52225,0.0029390801053465476
ncbi_1678,0.002938425069647326
ncbi_35832,0.002896818537576254
ncbi_286,0.002877836304613609
ncbi_123375,0.002864410019608756
ncbi_1506577,0.0028373799354332384
ncbi_248744,0.002796958608296908
ncbi_44748,0.002796479711073651
ncbi_162289,0.0027520207831863135
ncbi_46123,0.002557488521449647
ncbi_447020,0.0025515421445300767
ncbi_1257,0.002535134072304624
ncbi_135858,0.002500734360782684
ncbi_583,0.0024966801462971136
ncbi_2093,0.0024945643313873094
ncbi_84111,0.0024756214946906273
ncbi_1649459,0.0024750957113012888
ncbi_84108,0.00246298644446514
ncbi_118747,0.0024230903920647038
ncbi_237,0.0023218425569288595
ncbi_270497,0.0023179732225395784
ncbi_46255,0.002279997037438571
ncbi_61170,0.0022516499702748983
ncbi_1505652,0.00223923538472536
ncbi_1279,0.002233234515268788
ncbi_44249,0.0022308469183638375
ncbi_195950,0.002220153571278971
ncbi_51514,0.002219931212011421
ncbi_1279388,0.002160232459249877
ncbi_2039240,0.002131815599764573
ncbi_239934,0.002113567848648831
ncbi_1350,0.002096653462488896
ncbi_184869,0.002053702727784224
ncbi_1016,0.002032193350034095
ncbi_1486726,0.002011480179470911
ncbi_872,0.0020003218562263643
ncbi_194,0.0019631856419865534
ncbi_109326,0.001960716259053536
ncbi_830,0.0019495379445197529
ncbi_2070447,0.0019020318260097213
ncbi_33071,0.0018556358456440754
ncbi_1578,0.0018381142177733385
ncbi_253238,0.0018364111928175259
ncbi_416916,0.001830768372307344
ncbi_2735,0.001776472533056642
ncbi_1121829,0.0017754711365422424
ncbi_1263,0.0017748717277144982
ncbi_1243,0.0017666094615635252
ncbi_1357,0.0017664532102258455
ncbi_1849828,0.0017560565513922272
ncbi_848,0.0016747782930195238
ncbi_100883,0.0016603321182950244
ncbi_838,0.0015968831400243434
ncbi_638847,0.001577674811829412
ncbi_651554,0.001565623636045814
ncbi_283168,0.00155809593033724
ncbi_212791,0.0015452608194384551
ncbi_2316,0.0015257280530871571
ncbi_1730,0.0015248387593362238
ncbi_846,0.0014756282719264047
ncbi_117563,0.0014480812462370077
ncbi_29521,0.0014231243252864733
ncbi_577310,0.001413016071110167
ncbi_86331,0.0013987456182000656
ncbi_469,0.001397545796401163
ncbi_2147,0.0013222141796213692
ncbi_559173,0.0012777870374425326
ncbi_2057233,0.0012558815656780512
ncbi_13334,0.00125087686532732
ncbi_346096,0.0012441703184659146
ncbi_543311,0.0012133427197915428
ncbi_1505657,0.0011970939695508532
ncbi_83660,0.0011858749737466189
ncbi_1573534,0.0011742851521231445
ncbi_133925,0.0011728389716049667
ncbi_100175,0.0011658322894154524
ncbi_2152,0.0011173811656367556
ncbi_83770,0.0010687424253625704
ncbi_519427,0.001008639465431348
ncbi_41273,0.0010018602148931085
ncbi_40840,0.0009878739785911573
ncbi_160795,0.0009324486419757116
ncbi_1883,0.0009156882085415241
ncbi_1236988,0.0008959731230394235
ncbi_246875,0.0008935813809320289
ncbi_256846,0.0008664397724809146
ncbi_157,0.0008634151522917435
ncbi_869806,0.0008104997521358983
ncbi_1573,0.0007646829443728557
ncbi_1573536,0.0007451633923972261
ncbi_2701,0.0007130790734811396
ncbi_1573535,0.0006610447889134378
ncbi_442430,0.0005372510726864093
ncbi_660628,0.00048301451505052613
ncbi_66831,0.0004575580859829213
ncbi_423604,0.0003367636391805751
ncbi_864,0.0002883400080399596
ncbi_1291539,0.00021868082023697812
ncbi_2086,5.371092646764531e-07
ncbi_1743,0.0
