prep1,prep2,mean_diff,w_pval,FDR
RA,RA,0.0,,
RA,Binary,-0.04961888732354136,0.07980852480613976,0.15909301710735235
RA,Log-Std,-0.061238593867897984,0.0459091394150164,0.15909301710735235
RA,ALR,-0.05278377371599363,0.018950322508317186,0.15909301710735235
RA,CLR,-0.049554801380101376,0.059990858968376415,0.15909301710735235
RA,GPTemb,0.0036594577871456035,0.9395183113774692,0.9944965508257155
Binary,RA,0.04961888732354136,0.07980852480613976,0.15909301710735235
Binary,Binary,0.0,,
Binary,Log-Std,-0.011619706544356623,0.6338295602654398,0.9507443403981597
Binary,ALR,-0.0031648863924522708,0.9504996490468329,0.9944965508257155
Binary,CLR,6.40859434399843e-05,0.9944965508257155,0.9944965508257155
Binary,GPTemb,0.053278345110686964,0.08484960912392125,0.15909301710735235
Log-Std,RA,0.061238593867897984,0.0459091394150164,0.15909301710735235
Log-Std,Binary,0.011619706544356623,0.6338295602654398,0.9507443403981597
Log-Std,Log-Std,0.0,,
Log-Std,ALR,0.008454820151904352,0.8739367569032765,0.9944965508257155
Log-Std,CLR,0.011683792487796607,0.6338295602654398,0.9507443403981597
Log-Std,GPTemb,0.06489805165504359,0.0459091394150164,0.15909301710735235
ALR,RA,0.05278377371599363,0.018950322508317186,0.15909301710735235
ALR,Binary,0.0031648863924522708,0.9504996490468329,0.9944965508257155
ALR,Log-Std,-0.008454820151904352,0.8739367569032765,0.9944965508257155
ALR,ALR,0.0,,
ALR,CLR,0.003228972335892255,0.7248812240723055,0.9884743964622348
ALR,GPTemb,0.056443231503139235,0.07737864738737699,0.15909301710735235
CLR,RA,0.049554801380101376,0.059990858968376415,0.15909301710735235
CLR,Binary,-6.40859434399843e-05,0.9944965508257155,0.9944965508257155
CLR,Log-Std,-0.011683792487796607,0.6338295602654398,0.9507443403981597
CLR,ALR,-0.003228972335892255,0.7248812240723055,0.9884743964622348
CLR,CLR,0.0,,
CLR,GPTemb,0.05321425916724698,0.0704403374948015,0.15909301710735235
GPTemb,RA,-0.0036594577871456035,0.9395183113774692,0.9944965508257155
GPTemb,Binary,-0.053278345110686964,0.08484960912392125,0.15909301710735235
GPTemb,Log-Std,-0.06489805165504359,0.0459091394150164,0.15909301710735235
GPTemb,ALR,-0.056443231503139235,0.07737864738737699,0.15909301710735235
GPTemb,CLR,-0.05321425916724698,0.0704403374948015,0.15909301710735235
GPTemb,GPTemb,0.0,,
