feature,mean_abs_shap
ncbi_841,0.04966744827025355
ncbi_292632,0.01955283104803016
ncbi_264995,0.01952544041171694
ncbi_1678,0.018741031138728045
ncbi_239759,0.01660934155968454
ncbi_580596,0.01597724092538385
ncbi_1578,0.014919971964616632
ncbi_838,0.012574054744071687
ncbi_239934,0.011953100841891258
ncbi_216851,0.010944260419306908
ncbi_283168,0.01088440907012091
ncbi_397864,0.01070905387238311
ncbi_33042,0.010534479221209585
ncbi_816,0.009725590720086864
ncbi_1485,0.009372770851765981
ncbi_44748,0.009356601135573659
ncbi_1263,0.008498016248269638
ncbi_1301,0.007765533070367748
ncbi_990721,0.007584698394725103
ncbi_1716,0.006329707001563635
ncbi_1253,0.006248492620573134
ncbi_572511,0.005542132546671763
ncbi_35832,0.0049176646086888445
ncbi_1350,0.004868224140924357
ncbi_33024,0.004655605841780343
ncbi_872,0.004632777438616731
ncbi_561,0.004588989011393256
ncbi_244127,0.004534088776630648
ncbi_189330,0.00427641225826062
ncbi_51514,0.004238453536520036
ncbi_102106,0.003861923415024951
ncbi_100175,0.0037902687372377455
ncbi_574697,0.0036863206723728387
ncbi_2172,0.003659192434153941
ncbi_1654,0.0035166278029041447
ncbi_207244,0.0034705476577528457
ncbi_204475,0.0033401723627597395
ncbi_28050,0.003302802018551034
ncbi_1159323,0.0032958337136036967
ncbi_119852,0.003292122061086199
ncbi_191303,0.003233420583517554
ncbi_1185408,0.0031919865218698615
ncbi_375288,0.0031825753476091225
ncbi_172900,0.0031416526653141805
ncbi_1386,0.003069091932923281
ncbi_151037,0.002900120128608368
ncbi_836,0.0028416912663645523
ncbi_150022,0.002733177199071744
ncbi_162289,0.0027029368684079787
ncbi_84111,0.0025589319353368513
ncbi_724,0.00243109326430745
ncbi_577309,0.002371436330992793
ncbi_29465,0.0023570658108382518
ncbi_117563,0.002315979158548623
ncbi_78119,0.0023005725459081324
ncbi_1827,0.002250285330204382
ncbi_420345,0.002124885027242084
ncbi_1357,0.0021132625034727733
ncbi_61170,0.0018856433054557245
ncbi_40544,0.0018607039505548044
ncbi_28453,0.001797689262402413
ncbi_508459,0.001736897792118641
ncbi_100883,0.0017311005757323374
ncbi_1380,0.0016865885330323359
ncbi_698776,0.0015309084141724673
ncbi_830,0.0014799229559712636
ncbi_165779,0.0014621537372532718
ncbi_970,0.0013294989218539358
ncbi_118966,0.0013087359063453223
ncbi_184869,0.0012860803757558578
ncbi_39948,0.0012793780821741402
ncbi_52784,0.0012735981585664075
ncbi_140625,0.0012571087801607854
ncbi_133925,0.0012262625970094543
ncbi_286,0.001207861462870749
ncbi_447020,0.0011731950304116365
ncbi_904,0.0011234629310490395
ncbi_28138,0.0011019340011390038
ncbi_66831,0.00110114601338575
ncbi_651554,0.001034848211219116
ncbi_84108,0.0008611404775153744
ncbi_32207,0.0008531487962708975
ncbi_1279,0.0008412667358211463
ncbi_194,0.0008199695344938803
ncbi_543311,0.0007153732800377215
ncbi_55080,0.000664666738106211
ncbi_1569,0.0006521290901503007
ncbi_46255,0.0006399060410800678
ncbi_906,0.0006266371943100275
ncbi_86331,0.0006177880527354001
ncbi_1243,0.0006011694054389879
ncbi_346096,0.0005843281047540865
ncbi_846,0.0005419064758305268
ncbi_419014,0.0005401087868735842
ncbi_135858,0.0005176993634412423
ncbi_241189,0.0004250457195299828
ncbi_2753,0.0004240062024362079
ncbi_1505657,0.0004101218794084805
ncbi_2740,0.0003987535223416821
ncbi_898,0.0003762379246610176
ncbi_1257,0.0003751204619099088
ncbi_848,0.0003550351464076495
ncbi_52225,0.0003364243729473713
ncbi_44249,0.0003310639238497941
ncbi_40323,0.00032862062200524463
ncbi_118747,0.0003171541353140749
ncbi_174708,0.00030215132442254993
ncbi_963,0.00029265094589411654
ncbi_2316,0.0002733792028185702
ncbi_588605,0.0002681142757470033
ncbi_2050,0.00026231220027580246
ncbi_583,0.00025004971631109954
ncbi_469,0.0002379401383382452
ncbi_84567,0.0002357470954478772
ncbi_33870,0.00023117974452806846
ncbi_674963,0.00018696280927641445
ncbi_437755,0.00018464864177276157
ncbi_156973,0.00018285632281128043
ncbi_2057233,0.00017740611479683162
ncbi_2383,0.00017728133439343202
ncbi_1505664,0.0001710697244931035
ncbi_177971,0.00016439992908523049
ncbi_638847,0.00016331527106842647
ncbi_1883,0.00016083405313424678
ncbi_1573,0.00015569344271149367
ncbi_1730,0.00015530611514503762
ncbi_196081,0.00015335994640358703
ncbi_482,0.00015218403768977988
ncbi_1573535,0.00015137756973685848
ncbi_1743,0.00014661047505566089
ncbi_1506577,0.0001393023634738946
ncbi_1269,0.00013834596157415917
ncbi_459786,0.00013830862000889475
ncbi_131079,0.0001374327698501496
ncbi_2048137,0.00013036997483948203
ncbi_1505663,0.00012860682323966678
ncbi_1486726,0.00012377000975778262
ncbi_1378,0.00012173791842519485
ncbi_237,0.00012060274097178733
ncbi_1080709,0.00011777819995920137
ncbi_644652,0.00011571590092703167
ncbi_2745,0.00011391011997759679
ncbi_40840,0.00011044899712927635
ncbi_2039240,0.00010848116448741132
ncbi_581,0.0001044601823427912
ncbi_283,0.00010283691730345343
ncbi_29521,0.00010137725053026747
ncbi_577310,0.00010110061168951744
ncbi_1375,0.00010020009486385905
ncbi_1508657,9.96957214541757e-05
ncbi_2701,9.164763894737561e-05
ncbi_12916,9.050495274706688e-05
ncbi_83770,8.884214916275233e-05
ncbi_1696,8.520151325080745e-05
ncbi_1707,8.42680186543784e-05
ncbi_31983,8.411005295207046e-05
ncbi_79328,8.11904608104361e-05
ncbi_613,7.901497336754168e-05
ncbi_83660,7.222707032316988e-05
ncbi_212791,6.863815973212376e-05
ncbi_13334,6.850697377961347e-05
ncbi_633405,6.816201683044108e-05
ncbi_123375,6.810629059142466e-05
ncbi_162290,6.752039398973532e-05
ncbi_265975,6.708800775972853e-05
ncbi_2147,6.581945176961086e-05
ncbi_255204,6.439518104037214e-05
ncbi_246875,6.25919650635832e-05
ncbi_57493,5.699004381612149e-05
ncbi_182709,5.6644034155047295e-05
ncbi_528,5.617749761156172e-05
ncbi_29330,5.526984857883537e-05
ncbi_76833,5.364427741281132e-05
