feature,mean_abs_shap
ncbi_292632,7.603592248572701e+26
ncbi_162289,7.603592248572683e+26
ncbi_1350,7.60359224857268e+26
ncbi_239759,7.603592248572679e+26
ncbi_841,1.231305035396456e+26
ncbi_158846,1.2313050353961013e+26
ncbi_1357,34940304632525.164
ncbi_216851,12545688926242.016
ncbi_898,12545688926242.014
ncbi_419014,2420647324421.1753
ncbi_33882,2420647324421.1733
ncbi_423604,2238056915355.028
ncbi_78119,2162194973812.606
ncbi_838,2119544428945.9302
ncbi_189330,2119544428945.9019
ncbi_2050,2119544428945.9001
ncbi_1578,2072309632607.298
ncbi_39948,2072309632607.2786
ncbi_1257,2072309632607.2747
ncbi_264995,2065001932904.9705
ncbi_447020,2065001932904.9373
ncbi_151037,2065001932904.9355
ncbi_29521,805112346902.3705
ncbi_283168,772137021964.0006
ncbi_583,600003109414.1982
ncbi_2147,580021754424.5758
ncbi_100175,377625248597.7875
ncbi_1301,377625248597.78656
ncbi_1730,218424032953.36105
ncbi_68287,218424032953.35864
ncbi_613,165747282747.75482
ncbi_286,161988401512.79294
ncbi_35832,145240448350.43484
ncbi_580596,102520973330.6654
ncbi_196081,85438950039.60872
ncbi_239934,71561448192.00014
ncbi_61170,71561448191.98795
ncbi_651554,64795360605.12394
ncbi_1485,64795360605.12255
ncbi_180162,64795360605.11505
ncbi_1678,46209930717.744576
ncbi_40544,46209930717.61298
ncbi_165697,43413567940.00747
ncbi_2316,42719475019.80508
ncbi_1159323,32975324938.39365
ncbi_773,32397680302.5577
ncbi_698776,28008753509.688225
ncbi_2701,25768053228.911415
ncbi_84111,21210459508.9966
ncbi_283,21210459508.98787
ncbi_577310,11666502561.94584
ncbi_848,10151420605.589695
ncbi_44748,0.03730663251295894
ncbi_990721,0.0307352620161989
ncbi_561,0.0187158972510547
ncbi_2383,0.017430192258667165
ncbi_57493,0.015676558053594736
ncbi_581,0.013378268521300245
ncbi_165779,0.012728259490881508
ncbi_397864,0.012502426230595826
ncbi_1253,0.012205179806697561
ncbi_816,0.011733366913260698
ncbi_1185408,0.0113884432946054
ncbi_28453,0.01110773349557536
ncbi_52784,0.010342102675110671
ncbi_1883,0.010284677883613941
ncbi_33042,0.010200213805104675
ncbi_102106,0.01015415944158478
ncbi_118747,0.009250754309777124
ncbi_872,0.009218746868274213
ncbi_32207,0.00911434737323183
ncbi_133925,0.00902153499458718
ncbi_241189,0.008993061798850194
ncbi_1386,0.008910382806965685
ncbi_1263,0.008885371781365722
ncbi_1654,0.00852336090613103
ncbi_1378,0.008509750925576163
ncbi_194,0.008470481377781693
ncbi_55080,0.008463393331916471
ncbi_572511,0.008224973948490637
