ncbi_544,ncbi_561,ncbi_724,ncbi_816,ncbi_841,ncbi_1243,ncbi_1257,ncbi_1263,ncbi_1301,ncbi_1350,ncbi_1378,ncbi_1485,ncbi_1578,ncbi_1654,ncbi_1678,ncbi_1730,ncbi_1743,ncbi_29465,ncbi_32207,ncbi_33042,ncbi_35832,ncbi_46255,ncbi_61170,ncbi_76833,ncbi_84111,ncbi_100883,ncbi_102106,ncbi_117563,ncbi_123375,ncbi_158846,ncbi_189330,ncbi_207244,ncbi_216851,ncbi_239759,ncbi_292632,ncbi_375288,ncbi_397864,ncbi_572511,ncbi_577309,ncbi_577310,ncbi_644652,ncbi_838,ncbi_848,ncbi_906,ncbi_1253,ncbi_39948,ncbi_244127,ncbi_459786,ncbi_946234,ncbi_286,ncbi_830,ncbi_846,ncbi_872,ncbi_1279,ncbi_1357,ncbi_2172,ncbi_84108,ncbi_191303,ncbi_283168,ncbi_447020,ncbi_1348911,ncbi_836,ncbi_165779,ncbi_239934,ncbi_638847,ncbi_547,ncbi_570,ncbi_574697,ncbi_580596,ncbi_469,ncbi_40544,ncbi_160674,ncbi_52225,ncbi_583,ncbi_904,ncbi_2316,ncbi_33024,ncbi_162289,ncbi_194,ncbi_264995,ncbi_2701,ncbi_620,ncbi_180162,ncbi_1386,ncbi_674963,ncbi_135858,ncbi_642,ncbi_2745,ncbi_581,ncbi_212791,ncbi_1434006,ncbi_586,ncbi_333046,ncbi_186928,ncbi_119065,ncbi_552397,ncbi_433334,ncbi_186813,ncbi_200630,ncbi_1951303,ncbi_185283,ncbi_189971,ncbi_1507525,ncbi_84113
0.0,0.0,0.0,0.0,0.0,0.0,0.054761223604026216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0688130411878135,-0.041237537614522146,0.0,0.0,0.0,0.0,0.0,0.0,0.032761618238640745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02442722041730082,0.0,0.0,0.0,0.0,-0.05030747705001175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004542949502703341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07323819479118489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005101859839509154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0340701426765801,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.04433911366060664,0.050614475898689996,0.0,-0.036547105948761316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018552804176047117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006747749175041653,0.0,0.0,0.0,0.0,0.0,0.01981443433096529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015194929804684728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05056992766168644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024330458002456406,0.0,0.0,0.0,0.0,0.0
0.11191233508162798,0.0,0.0,-0.13066877492439138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.038100338877783774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021175246460957815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09078860444315015,0.0,0.0,0.0,0.0,0.0,0.15044387352237404,0.0,0.0,0.0,0.0,-0.27864266869164844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18484816336481247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10139402360352756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0594145432889283,0.0,0.0,0.0,0.0
0.0,0.04080775745894848,0.0,0.05539631359823721,0.0,0.0,0.047246110661180715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04343568858697656,0.0,0.0,0.0,0.0,0.0,-0.0571907342256847,0.0,0.0,0.0,0.0,0.001664382435559843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005814663791066284,0.0,0.0,-0.006348058673550016,0.0,0.12987562798730118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07847430845483455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.09393669270251305,0.05387882645083224,0.0,0.0,0.0,0.0,-0.01164044471432289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003128928994579729,0.0,0.0,0.0,0.0,0.0,0.025576960416591885,0.0,0.1498660270973359,0.02259464236729195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03183206193703496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025647690541568766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03195223828721248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.16854751147560781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1041353202259625,0.0,0.0,0.0,0.0,0.0,-0.02784991771064484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04296584783213668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0966737733894,-0.01567521409931094,0.0,0.0,-0.05044917807468505,0.0,0.0,0.0,-0.025706897924564626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03221769510858077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09826781654472623
0.0,0.0,0.0,-0.14600930193664283,0.0,0.0,0.0,0.0,-0.004319497719030761,0.0,0.0,0.0,-0.20455515904935676,0.0,0.0,0.04457958748295099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04693169115122111,0.0,0.0,0.0,0.0,0.0,-0.06044055089032583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30214538186460327,-0.05146343091820563,0.0,0.0,0.0,0.005269859873976152,0.0,0.0,0.0,0.0,0.0,-0.13429210967263347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03644045580889763,0.0,0.0,0.0,0.03856318142708797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028888732625568205,0.0,0.0,0.0,0.0,0.0,0.0,0.05029906825874872,0.0,0.060727824011366886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08359767748353998,0.0,0.0,0.0,0.02465180078534322,0.0,0.0,0.0,0.0,0.0,-0.07917258104697199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02703197045001898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09323778048962633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.23880013991481294,0.0,0.0,0.0,0.0,-0.15891996406367337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03889847086409224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019200720195417135,0.02387459238048618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08803137016184477,0.0,0.0,0.0,0.0,0.0,0.018336156752522814,0.0,0.0,0.0,0.0,0.0,0.08200881935034965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023368080891080233,0.0,0.022925166913969664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.15396010053613246,-0.22916291941091205,0.0,0.054789636602725005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009192609988506559,0.0,0.0,-0.006503418565694322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019569569234309178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02063090052850311,0.0,-0.0703125,0.0,0.0,0.0,-0.002257835953776377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004481956491126808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
